SKU,Manufacturer_ID,Brand_Name,Product_Name,Long_Description,Short_description,Category,Subcategory,Product_Group,Thumb_URL,Image_URL,Buy_Link,Keywords,Reviews,Retail_Price,Brand_Page_Link,Brand_Logo_Image,Item_Based_Commission
WBSFOSV10,,,SUPERLIGHT INSULATED VEST,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> SUPERLIGHT INSULATED VEST </div>\r\n   <p class=""description"">Same insulative properties as the ExStream Jacket in a lighter, more packable design.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Highly water and wind-resistant</span></li><li><span class=""nn4"">Retains warmth when wet</span></li><li><span class=""nn4"">YKK&reg; center-front zipper</span></li><li><span class=""nn4"">High collar provides additional protection</span></li><li><span class=""nn4"">1 Large zippered chest pocket</span></li><li><span class=""nn4"">Zippered hand pockets</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				simms_SuperInsulVest_outerwear.jpg,http://www.westbranchangler.com/site/images/items/325x325/				simms_SuperInsulVest_outerwear.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOSV10,,,99.95,,,
WBSFORS10,,,"RIVERSHED WADING JACKET  ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> RIVERSHED WADING JACKET </div>\r\n   <p class=""description"">The Rivershed is our lightest full-featured GORE-TEX&reg; jacket.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Constructed of both GORE-TEX&reg; Performance Shell and Paclite fabrics for optimal performance and minimal weight</span></li><li><span class=""nn4"">YKK&reg; center-front water-resistant zipper</span></li><li><span class=""nn4"">Bellowed, zippered chest pockets with drain holes and 1 tippet pocket featuring Schoeller&reg;-dynamic stretch fabric</span></li><li><span class=""nn4"">Large hand pockets</span></li><li><span class=""nn4"">Patented built-in retractor and reinforced forceps tab</span></li><li><span class=""nn4"">Bellowed back pocket and d-ring at center-back neck seam</span></li><li><span class=""nn4"">Adjustable, breathable stretch cuffs</span></li><li><span class=""nn4"">Lightweight, fully adjustable storm hood</span></li><li><span class=""nn4"">Adjustable shock cord hem</span></li><li><span class=""nn4"">Shorter style is perfect for deep wading</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				rivershed_wading_jacket_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				rivershed_wading_jacket_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFORS10,,,279.95,,,
WBSFOPJ10,,,"PACLITE JACKET       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> GORE-TEX&reg; PACLITE&reg; JACKET </div>\r\n   <p class=""description"">Extremely lightweight, waterproof, and breathable.  Great for boat fishing, casual situations or other outdoor activities.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">3-layer GORE-TEX&reg; Paclite&reg; fabric with 100% nylon dull ripstop face</span></li><li><span class=""nn4"">Totally waterproof with taped seams</span></li><li><span class=""nn4"">YKK&reg; center-front water-resistant zipper</span></li><li><span class=""nn4"">1 chest pocket featuring tool docking tab</span></li><li><span class=""nn4"">2 hand pockets</span></li><li><span class=""nn4"">D-ring at center-back neck seam</span></li><li><span class=""nn4"">Adjustable shock cord waist</span></li><li><span class=""nn4"">Adjustable hood stows in zippered collar</span></li><li><span class=""nn4"">Stows in self-contained stuff pocket</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				paclight_jacket_large_smoke.jpg,http://www.westbranchangler.com/site/images/items/325x325/				paclight_jacket_large_smoke.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOPJ10,,,249.95,,,
WBSFOGG10,,,"G4 PRO JACKET    ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> G4 PRO  JACKET </div>\r\n   <p class=""description"">The\r\nnext generation in rain jackets - the G4 Pro Jacket is our most\r\ntechnical jacket and features GORE-TEX&reg; Pro Shell fabric for incredible\r\nperformance and durability.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">3-layer\r\nGORE-TEX&reg; Pro Shell fabric is exceptionally lightweight and offers the\r\nultimate in breathability, durability and extended comfort</span></li><li><span class=""nn4"">Heavier nylon face fabric in shoulders for additional durability and lighter weight nylon face fabric in body for packability</span></li><li><span class=""nn4"">Bellowed chest pockets with hook &amp; loop closure under storm flap</span></li><li><span class=""nn4"">Center-front zipper and 2 zippered chest pockets feature YKK&reg; water-resistant zippers with anti-corrosion sliders</span></li><li><span class=""nn4"">Patented built-in retractors and tippet pockets featuring Schoeller&amp;reg-dynamic stretch fabric</span></li><li><span class=""nn4"">The only rain jacket in the Simms line to include pit zips - offering additional ventilation</span></li><li><span class=""nn4"">Quick-drying, microfleece-lined hand warmer pockets &amp; adjustable, breathable stretch cuffs</span></li><li><span class=""nn4"">Lightweight adjustable storm hood offers superior coverage &amp; protection</span></li><li><span class=""nn4"">Large back pocket with vertical water-resistant YKK&reg; zipper</span></li><li><span class=""nn4"">Available in stores March 2008</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				g4_pro_jack_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				g4_pro_jack_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOGG10,,,449.95,,,
WBSFOFS10,,,FREESTONE SOFT SHELL JACKET,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> FREESTONE&reg; SOFTSHELL JACKET </div>\r\n   <p class=""description"">A great design built for function and comfortable fit.  Perfect under a rain jacket in inclement weather.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">YKK&reg; center-front zipper</span></li><li><span class=""nn4"">High, fleece-lined collar design for additional protection</span></li><li><span class=""nn4"">1 Large zippered chest pocket with tool docking tab</span></li><li><span class=""nn4"">Zippered, polyester mesh-lined hand warmer pockets</span></li><li><span class=""nn4"">Adjustable shock cord waist</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				freestone_softshell_large_loden.jpg,http://www.westbranchangler.com/site/images/items/325x325/				freestone_softshell_large_loden.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOFS10,,,149.95,,,
WBSFOFJ10,,,"FREESTONE JACKET    ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> FREESTONE&reg; JACKET </div>\r\n   <p class=""description"">This rain jackets offers waterproof protection, breathability and outstanding Simms quality - all for a great price.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">100% waterproof, breathable 2.5 layer TriLam waterproof/breathable fabric</span></li><li><span class=""nn4"">Two large bellowed chest pockets for fly boxes</span></li><li><span class=""nn4"">Durable, lightweight</span></li><li><span class=""nn4"">Adjustable stretch cuffs keep water out when casting</span></li><li><span class=""nn4"">Patented built-in retractor</span></li><li><span class=""nn4"">Simms Fish fly patch</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				freestone_jacket.jpg,http://www.westbranchangler.com/site/images/items/325x325/				freestone_jacket.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOFJ10,,,179.95,,,
WBSFOCG10,,,"CLASSIC GUIDE JACKET     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> CLASSIC GUIDE JACKET </div>\r\n   <p class=""description"">A jacket that has more than proven itself over the years, from rain in New Zealand to snowy days on the Snake.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">3-layer GORE-TEX&reg; fabric with 100% nylon face</span></li><li><span class=""nn4"">Double storm flaps over YKK&reg; center-front zipper</span></li><li><span class=""nn4"">2 bellowed chest pockets with hook &amp; loop closure under storm flap</span></li><li><span class=""nn4"">Vertical zippered  pocket under left chest pocket</span></li><li><span class=""nn4"">Polyester-lined hand warmer pockets</span></li><li><span class=""nn4"">Patented built-in retractors</span></li><li><span class=""nn4"">Large back pocket with vertical water-resistant YKK&reg; zipper</span></li><li><span class=""nn4"">Storm cuff features watertight stretch fabric inner cuff with self-fabric over cuff</span></li><li><span class=""nn4"">Elastic and adjustable shock cord waist</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				classic_guide_jacket_large_loden.jpg,http://www.westbranchangler.com/site/images/items/325x325/				classic_guide_jacket_large_loden.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOCG10,,,299.95,,,
WBSFMS481,,,"EXSTREAM WADING SOCKS     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> EXSTREAM WADING SOCKS </div>\r\n   <p class=""description"">The heaviest sock available from Simms.  A must for cold-weather fishing.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">80% Merino wool/20% stretch nylon</span></li><li><span class=""nn4"">Combination offers insulation, comfort and durability</span></li><li><span class=""nn4"">Stretch arch panel for improved support and fit</span></li><li><span class=""nn4"">Excellent for cold water fishing</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				extreme_wading_socks.jpg,http://www.westbranchangler.com/site/images/items/325x325/				extreme_wading_socks.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFMS481,,,24.95,,,
WBSFMS406,,,"SPORT CREW SOCK       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> SPORT CREW SOCKS </div>\r\n   <p class=""description"">A lighter version than the Simms Wading Socks.  Great for all-around use.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">50% Merino wool/30% nylon/19% polyester/1% Lycra&reg; spandex</span></li><li><span class=""nn4"">Lighter weight version of the Simms Wading Sock</span></li><li><span class=""nn4"">Soft, itch-free comfort, cushioned foot bed with natural wicking properties</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				sport_crew_socks.jpg,http://www.westbranchangler.com/site/images/items/325x325/				sport_crew_socks.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFMS406,,,16.95,,,
WBSFMS031,,,"WETWADING SOCK       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WET WADING SOCKS </div>\r\n   <p class=""description"">Folds over Flats Sneaker or wading boots to filter out sand and mud.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Nylon woven exterior for longer wear</span></li><li><span class=""nn4"">Polyester interior provides superior wicking</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				wet_wading_socks.jpg,http://www.westbranchangler.com/site/images/items/325x325/				wet_wading_socks.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFMS031,,,19.95,,,
WBSFMS030,,,"WADERWICK LINERSOCK     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WADERWICK LINER SOCKS </div>\r\n   <p class=""description"">Wear under wading socks for added warmth and moisture wicking.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Thermalite&reg;  polyester resists mildew and odor retention</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				waderwick_socks.jpg,http://www.westbranchangler.com/site/images/items/325x325/				waderwick_socks.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFMS030,,,9.95,,,
WBSFLWC10,,,"WADERWICK CREW TOP     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WADERWICK™ CREW TOP </div>\r\n   <p class=""description"">Stay dry and warm in all weather with this comfortable next-to-skin baselayer.  A very technical top for a really great price.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Featuring VisaEndurance&reg; fabric finish that lasts the life of the garment</span></li><li><span class=""nn4"">VisaEndurance&reg; finish is the finest anti-odor and wicking technology available for use in baselayer products</span></li><li><span class=""nn4"">A silver-based fabric treatment, VisaEndurance&reg; is perspiration activated, releasing extra odor protection when you need it</span></li><li><span class=""nn4"">Quick-drying, resists shrinking and fading</span></li><li><span class=""nn4"">2-way stretch knit fabric offers terrific breathability and mobility</span></li><li><span class=""nn4"">Mini-mock crew style offers more protection than standard crew</span></li><li><span class=""nn4"">Features straight hem with slight drop tail</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				waderwick_crew_top_orange_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				waderwick_crew_top_orange_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLWC10,,,29.95,,,
WBSFLWB108,,,"WADERWICK BOTTOM     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WADERWICK BOTTOM </div>\r\n   <p class=""description"">Stay dry and warm in all weather with this comfortable next-to-skin baselayer.  A very technical top for a really great price.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Featuring VisaEndurance&reg; fabric finish that lasts the life of the garment</span></li><li><span class=""nn4"">VisaEndurance&reg; finish is the finest anti-odor and wicking technology available for use in baselayer products</span></li><li><span class=""nn4"">A silver-based fabric treatment, VisaEndurance&reg; is perspiration activated, releasing extra odor protection when you need it</span></li><li><span class=""nn4"">Quick-drying, resists shrinking and fading</span></li><li><span class=""nn4"">2-way stretch knit fabric offers terrific breathability and mobility</span></li><li><span class=""nn4"">Comfortable stretch waistband and self fabric ankle cuffs; no fly</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				waderwick_bottom.jpg,http://www.westbranchangler.com/site/images/items/325x325/				waderwick_bottom.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLWB108,,,29.95,,,
WBSFLSP10864,,," GUIDE FLEECE PANT    ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> GUIDE FLEECE PANT </div>\r\n   <p class=""description"">Exceptionally warm, comfortable fleece-ideal for wearing under our waders in the coldest conditions.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">2-way stretch 300 series fleece offers excellent warmth, breathability and mobility</span></li><li><span class=""nn4"">Smooth nylon exterior for durability and style</span></li><li><span class=""nn4"">Lofty velour interior is soft and warm with lifetime wicking performance</span></li><li><span class=""nn4"">Zippered fly</span></li><li><span class=""nn4"">Adjustable drawcord waistband</span></li><li><span class=""nn4"">1 zippered back pocket</span></li><li><span class=""nn4"">Side-seam pockets</span></li><li><span class=""nn4"">Self-fabric ankle cuffs</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				guide_fleece_pant_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				guide_fleece_pant_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLSP10864,,,99.95,,,
WBSFLP,,,RIVERTEK MIDWEIGHT BOTTOM,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> RIVERTEK MIDWEIGHT BOTTOM </div>\r\n   <p class=""description"">The\r\nRiverTek Midweight Zip Top and Bottom are designed specifically for\r\nfishing, utilizing multi-fabric construction to provide maximum\r\nperformance and comfort.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Polartec&reg; fabric technology with 4-way stretch</span></li><li><span class=""nn4"">Durable non-pilling surface spreads sweat out over a wide area for rapid evaporation</span></li><li><span class=""nn4"">Elastic waist, hidden fly and non-wicking polypro stirrups</span></li><li><span class=""nn4"">Anti-odor treatment applied to fabric resists growth of odor causing bacteria</span></li><li><span class=""nn4"">Wicking performance lasts the life of the garment</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				RTMidweightBtm_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				RTMidweightBtm_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLP,,,69.95,,,
WBSFLMT10,,,"WADERWICK FLEECE TOP      ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WADERWICK FLEECE TOP </div>\r\n   <p class=""description"">Our WaderWick™ fleece layers keep you warm on those cold fishing days.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">2-way 200 series stretch fleece offers excellent warmth, breathability and mobility</span></li><li><span class=""nn4"">Exceptionally soft microfleece</span></li><li><span class=""nn4"">High-performance wicking construction to pull moisture away from the body quickly</span></li><li><span class=""nn4"">12"" zip neck offers convenient internal climate control</span></li><li><span class=""nn4"">Self-fabric cuffs</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				waderwick_fleece_top_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				waderwick_fleece_top_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLMT10,,,49.95,,,
WBSFLMB10,,,"WADERWICK FLEECE PANT     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WADERWICK FLEECE PANT </div>\r\n   <p class=""description"">Our WaderWick fleece layers keep you warm on those cold fishing days.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">2-way 200 series stretch fleece offers excellent warmth, breathability and mobility</span></li><li><span class=""nn4"">Exceptionally soft microfleece</span></li><li><span class=""nn4"">High-performance wicking construction to pull moisture away from the body quickly</span></li><li><span class=""nn4"">Adjustable drawcord waist</span></li><li><span class=""nn4"">Side-seam pockets</span></li><li><span class=""nn4"">Self-fabric ankle cuffs</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				waderwick_fleece_pant_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				waderwick_fleece_pant_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLMB10,,,49.95,,,
WBSFLDW107,,,"DRY CREEK WADER BAG       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> DRY CREEK WADER BAG </div>\r\n   <p class=""description"">A long-awaited technical wader bag from Simms.  Stores wet and dry gear - goes anywhere.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Utilizes 420 denier, double-coated polyurethane nylon shell</span></li><li><span class=""nn4"">Separate wet and dry compartments</span></li><li><span class=""nn4"">Full-length zippers - weather-tight, not submersible</span></li><li><span class=""nn4"">Internal zippered security pocket</span></li><li><span class=""nn4"">Removable Automat - perfect for changing streamside or throwing over car seat</span></li><li><span class=""nn4"">Padded shoulder strap and carry handles with Velcro&reg; closure</span></li><li><span class=""nn4"">External compression straps</span></li><li><span class=""nn4"">Bag measures 23"" x 12"" x 12""</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Bags,,,http://www.westbranchangler.com/site/images/items/120x120/				dry_creek_wader_bag_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				dry_creek_wader_bag_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLDW107,,,129.95,,,
WBSFLDD10,,,DRY CREEK DUFFEL MEDIUM,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> DRY CREEK DUFFEL - MEDIUM </div>\r\n   <p class=""description"">Made with the highest quality materials, these waterproof bags are available in small, medium or large sizes.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Waterproof\r\nduffel utilizes 420 denier polyurethane coated nylon with 3 layers\r\nbonded under all handles for additional durability in high stress areas</span></li><li><span class=""nn4"">Durable thermal welding offers complete waterproofness with round, tight corners</span></li><li><span class=""nn4"">Wide-mouth roll top</span></li><li><span class=""nn4"">Shoulder straps feature aero mesh padding and handle wrap with Velcro&reg; closure</span></li><li><span class=""nn4"">Carrier handles on each end of duffel</span></li><li><span class=""nn4"">Large duffel dimensions: 44"" x 17"" x 15""</span></li><li><span class=""nn4"">Medium duffel dimensions: 33"" x 15"" x 15""</span></li><li><span class=""nn4"">Small duffel dimensions: 23"" x 13"" x 13""</span></li><li><span style=""font-style: italic;"" class=""nn4"">Imported</span></li></ul>",Bags,,,http://www.westbranchangler.com/site/images/items/120x120/				dry_creek_duffel_medium.jpg,http://www.westbranchangler.com/site/images/items/325x325/				dry_creek_duffel_medium.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLDD10,,,169.95,,,
WBSFLB,,,"DRY CREEK BOAT BAG    ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> DRY CREEK™ BOAT BAG </div>\r\n   <p class=""description"">Our\r\nsuper-tough boat bags - offered in a range of sizes - are perfect for\r\nstoring and protecting fly boxes, fly reels, and other fishing gear.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Exterior features 420 denier, double coated polyurethane nylon</span></li><li><span class=""nn4"">Interior features 70 denier, single coated polyurethane nylon</span></li><li><span class=""nn4"">Foam body prevents heat from radiating up from the bottom of the boat into the bag</span></li><li><span class=""nn4"">Water resistant, non-corrosive zipper seals out spray</span></li><li><span class=""nn4"">Pockets include map or tippet pocket, side pockets, clear vinyl pocket on lid interior</span></li><li><span class=""nn4"">Velcro&reg; interior dividers can be configured to accommodate fly boxes</span></li><li><span class=""nn4"">Includes shoulder strap and carrier handle</span></li><li><span class=""nn4"">Offered in Small, Medium, and Large</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Bags,,,http://www.westbranchangler.com/site/images/items/120x120/				drycreek_boat_bag_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				drycreek_boat_bag_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLB,,,99.95,,,
WBSFHWT10,,,"WASHED TWILL SB       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WASHED TWILL SHORT BILL CAP </div>\r\n   <p class=""description"">A great-looking cotton Simms ball cap.  Black underside stops reflected light.</p>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				washed_twill_short_bill.jpg,http://www.westbranchangler.com/site/images/items/325x325/				washed_twill_short_bill.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHWT10,,,16.95,,,
WBSFHWC10,,,"WAXED CANVAS CAP       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WAXED CANVAS CAP </div>\r\n   <p class=""description"">Simms hats &amp; caps - with varying bill lengths and sytles - provide crtical sun protection and better visibility.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">100% oiled cotton canvas</span></li><li><span class=""nn4"">Traditional Simms embroidered logo</span></li><li><span class=""nn4"">Terry sweatband</span></li><li><span class=""nn4"">Dark under bill</span></li><li><span class=""nn4"">Adjustable</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>\r\n    \r\n    \r\n    \r\n      \r\n        \r\n            \r\n            ",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				waxed_canvas_cap.jpg,http://www.westbranchangler.com/site/images/items/325x325/				waxed_canvas_cap.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHWC10,,,19.95,,,
WBSFHTT107,,,"TECH TWILL CAP       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> TECH TWILL CAP </div>\r\n   <p class=""description"">Lightweight protection for your noggin.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">100% polyester twill fabric</span></li><li><span class=""nn4"">Terry sweatband</span></li><li><span class=""nn4"">Dark under bill</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				tech_twill_cap.jpg,http://www.westbranchangler.com/site/images/items/325x325/				tech_twill_cap.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHTT107,,,19.95,,,
