code	store_id	order_number	session	username	shipmode	sku	UPC_No	quantity	price	subtotal	shipping	taxable	size	color	options	order_date	update_date	status	parent	affiliate	campaign	description
WBA32303-1		WBA32303	KRC4Wwii	U00284		WBSFSGF-10614-10		1	179.95	179.95					WBSFSGF-10614-10	20081106	2008-11-06 13:26:28	shipped				G3 BOOT W/ FELT GREY 10
WBA32304-1		WBA32304	Hr9zATcR	U00285		WBSFCKS10-821-40		1	34.95	34.95					WBSFCKS10-821-40	20081106	2008-11-06 22:09:10	pending				3XDRY GUIDESHIRT GREEN L
WBA32305-1		WBA32305	6WF5aRkU	U00121		HFL10943XX		1	24.95	24.95						20081107	2008-11-12 14:02:32	pending		ORDER_DESK		Flap Cap Sterling
WBA32305-2		WBA32305	6WF5aRkU	U00121		HFL10964XX		1	24.95	24.95						20081107	2008-11-12 14:02:32	pending		ORDER_DESK		Flap Cap Coal
WBA32306-1		WBA32306	eMyckLv6	U00286		WBSFCTT10-705-30		1	27.95	27.95					WBSFCTT10-705-30	20081112	2008-11-12 13:09:57	pending				3XDRY TATTERSALLSHIRT BLUE M
WBA32306-2		WBA32306	eMyckLv6	U00286		WBSFCTT10-705-40		1	27.95	27.95					WBSFCTT10-705-40	20081112	2008-11-12 13:09:57	pending				3XDRY TATTERSALLSHIRT BLUE L
WBA32306-3		WBA32306	eMyckLv6	U00286		WBSFCWS10-805-40		1	48.95	48.95					WBSFCWS10-805-40	20081112	2008-11-12 13:09:57	pending				3XDRY BIGSKYSHIRT BLUE L
WBA32306-4		WBA32306	eMyckLv6	U00286		WBSFCZP10-603-40		1	41.95	41.95					WBSFCZP10-603-40	20081112	2008-11-12 13:09:57	pending				3XDRY GUIDE ZO PANT KHAKI L
WBA32306-5		WBA32306	eMyckLv6	U00286		WBSFCTR10-8119-30		1	48.95	48.95					WBSFCTR10-8119-30	20081112	2008-11-12 13:09:57	pending				3XDRY BLUEWATERSHIRT AQUA M
WBA32305-3		WBA32305				WBSFHTR107-8000		1	14.95	14.95							2008-11-12 14:05:31					Trucker Cap Orange
WBA32307-1		WBA32307	QWFkQmCf	U00287		WBSFCZP10-805-40		1	41.95	41.95					WBSFCZP10-805-40	20081114	2008-11-14 14:36:05	pending				3XDRY GUIDE ZO PANT BLUE L
WBA32307-2		WBA32307	QWFkQmCf	U00287		WBSFCSW10-829-40		1	34.95	34.95					WBSFCSW10-829-40	20081114	2008-11-14 14:36:05	pending				3XDRY TARPON POLO LT BLUE L
WBA32307-3		WBA32307	QWFkQmCf	U00287		WBSFCPS10-803-40		1	27.95	27.95					WBSFCPS10-803-40	20081114	2008-11-14 14:36:05	pending				3XDRY TROUT POLO LODEN L
WBA32307-4		WBA32307	QWFkQmCf	U00287		WBSFCMS108-05-50		1	48.95	48.95					WBSFCMS108-05-50	20081114	2008-11-14 14:36:05	pending				3XDRY ESSEXSHIRT BLUE XL
WBA32308-1		WBA32308	hgAVkx8f	U00288		WBSFWPG10-843-56		1	379.95	379.95					WBSFWPG10-843-56	20081114	2008-11-17 09:38:47	partial				G3 GUIDE CONVERTIBLE XLS
WBA32309-1		WBA32309	vxRfVvpz	U00289		WBSFWWG10-805-56		1	329.95	329.95					WBSFWWG10-805-56	20081115	2008-11-17 09:51:20	partial				WOMENS GORE-TEX STOCKINGFOOT XLS
WBA32310-1		WBA32310	L86NbA3o	U00290		WBSFLGT1080-35-40		1	99.95	99.95					35, 40	20081116	2008-11-17 10:16:23	partial				GUIDE TOP (NEW FOR FALL 2008), Black/Coal, L
WBA32311-1		WBA32311	PUMb7ZAo	U00291		WBSFWBE-L-07-50-12		1	399.95	399.95					L, 07	20081116	2008-11-17 10:04:45	partial				EXSTREAM BOOTFOOTS XL 12 LUG
WBA32312-1		WBA32312	QdjDY6PV	U00292		WBSFCTT10-721-40		1	27.95	27.95					WBSFCTT10-721-40	20081122	2008-11-23 08:30:08	partial				3XDRY TATTERSALLSHIRT GREEN L
WBA32313-1		WBA32313	pkcB2Vtk	U00293		WBSFARC-50000		2	14.95	29.90					WBSFARC-50000	20081123	2008-11-23 08:17:09	partial				HARD BITE BOOTSTUDS
WBA32314-1		WBA32314	Ru9MSBfj	U00294		WBSFHKC108-0300		1	19.95	19.95					WBSFHKC108-0300	20081123	2008-11-24 11:43:07	partial				KRIEGER CRUSHER LODEN
WBA32314-2		WBA32314	Ru9MSBfj	U00294		WBSFHFG30564-50		1	24.95	24.95					WBSFHFG30564-50	20081123	2008-11-24 11:43:07	partial				POLARTEC GLOVE HALF COAL/BLACK XL
WBA32315-1		WBA32315	BgefKEVS	U00295		WBSFRA-508-50		2	99.95	199.90					508, 50	20081123	2008-11-28 12:59:55	partial				IN-VEST JACKET TAN XL
WBA32316-1		WBA32316	EGZVLaU9	U00296		WBSFHFL10921XX		1	24.95	24.95					WBSFHFL10921XX	20081123	2008-11-24 09:19:34	partial				Flap Cap Green
WBA32317-1		WBA32317	JFYPVayR	U00297		WBSFHKC108-0800		1	19.95	19.95					WBSFHKC108-0800	20081124	2008-11-24 01:21:47	pending				KRIEGER CRUSHER TAN
WBA32317-2		WBA32317	JFYPVayR	U00297		WBSFCFD10-830-40		1	24.95	24.95					WBSFCFD10-830-40	20081124	2008-11-24 01:21:47	pending				RAINBOW TROUT T-SHIRTSSWHITE L
WBA32317-3		WBA32317	JFYPVayR	U00297		WBSFCFD10-830-50		1	24.95	24.95					WBSFCFD10-830-50	20081124	2008-11-24 01:21:47	pending				RAINBOW TROUT T-SHIRTSSWHITE XL
WBA32317-4		WBA32317	JFYPVayR	U00297		WBSFHGE106-2300		1	49.95	49.95					WBSFHGE106-2300	20081124	2008-11-24 01:21:47	pending				GORE TEXEXSTREAM HAT LODEN
WBA32318-1		WBA32318	HNizttIN	U00298		WBSFCPS10-705-50		1	27.95	27.95					WBSFCPS10-705-50	20081126	2008-11-26 11:23:02	pending				3XDRY TROUT POLO BLUE XL
WBA32318-2		WBA32318	HNizttIN	U00298		WBSFCPS10-803-50		1	27.95	27.95					WBSFCPS10-803-50	20081126	2008-11-26 11:23:02	pending				3XDRY TROUT POLO LODEN XL
WBA32319-1		WBA32319	e63D5RAV	U00299		WBSFLGT1080-35-30		1	99.95	99.95					35, 30	20081126	2008-11-28 12:25:16	partial				GUIDE TOP (NEW FOR FALL 2008), Black/Coal, M
WBA32320-1		WBA32320	gSXGICjQ	U00300		WBSFHFM10564-30		1	39.95	39.95					WBSFHFM10564-30	20081127	2008-11-28 12:30:03	partial				WIND STOPPER MITT COAL/BLACK M
WBA32320-2		WBA32320	gSXGICjQ	U00300		WBSFHEB106-1100		1	29.95	29.95					WBSFHEB106-1100	20081127	2008-11-28 12:30:03	partial				EXSTREAM BALACLAVA BLACK
WBA32321-1		WBA32321	vKuqtK6e	U00301		WBSFBDR-59900		2	23.95	47.90					WBSFBDR-59900	20081127	2008-11-28 12:10:29	pending				DRY CREEK ROLL TOP CLEAR
WBA32322-1		WBA32322	IQGh8a9M	U00302		WBSFBWB56-400		1	31.96	31.96					WBSFBWB56-400	20081128	2009-01-21 11:07:38	backorder				SIMMSWADER BAG COAL
WBA32322-2		WBA32322	IQGh8a9M	U00302		WBSFBDD-564-40		1	159.96	159.96					WBSFBDD-564-40	20081128	2009-01-21 11:07:38	backorder				DRY CREEK DUFFEL COAL L
WBA32322-3		WBA32322	IQGh8a9M	U00302		WBSFLB-B-108-4340		1	151.96	151.96					WBSFLB-B-108-4340	20081128	2009-01-27 11:49:42	pending				DRY CREEK BOAT BAG LARGE STERLING
WBA32322-4		WBA32322	IQGh8a9M	U00302		WBSFCGD10-744-40		1	34.95	34.95					WBSFCGD10-744-40	20081128	2009-01-27 11:49:42	canceled				3XDRY GUIDE PANT KHAKI L
WBA32323-1		WBA32323	AfLo8tnt	U00303		WBSFAGS-41-30		1	23.96	23.96					WBSFAGS-41-30	20081128	2008-12-11 12:31:56	shipped				GUARDSOCKSSTERLING M
WBA32323-2		WBA32323	AfLo8tnt	U00303		WBOR9C0H-00-00		1	18.36	18.36					WBOR9C0H-00-00	20081128	2008-12-11 12:31:56	canceled				PROSPECTING FOR TROUT REVISED
WBA32324-1		WBA32324	qpvLb6iB	U00304		WBORSI96Y1-40-00		1	39.20	39.20					WBORSI96Y1-40-00	20081128	2008-12-04 12:52:33	partial				Safe Passage Sling Pack
WBA32324-2		WBA32324	qpvLb6iB	U00304		WBSFAWB-1000		1	8.76	8.76					WBSFAWB-1000	20081128	2008-12-04 12:52:33	partial				WEB BELT BLACK
WBA32325-1		WBA32325	w75PcUCh	U00305		WBSFLMB10-811-60		1	39.96	39.96					WBSFLMB10-811-60	20081128	2008-11-28 13:00:40	pending				WADERWICK FLEECE PANT BLACK XXL
WBA32325-2		WBA32325	w75PcUCh	U00305		WBSFCMS108-80-60		1	48.95	48.95					WBSFCMS108-80-60	20081128	2008-11-28 13:00:40	pending				3XDRY ESSEXSHIRT ORNG XXL
WBA32326-1		WBA32326	TPkrDuHS	U00306		WBSFWGV10-843-4012		1	399.96	399.96					WBSFWGV10-843-4012	20081128	2008-11-30 09:37:59	partial				G4 PRO STOCKINGFOOT L 12-13
WBA32327-1		WBA32327	zNstWbQP	U00307		WBSFLMT10-811-40		1	39.96	39.96					WBSFLMT10-811-40	20081129	2008-11-29 00:01:59	pending				WADERWICK FLEECE TOP BLACK LG
WBA32327-2		WBA32327	zNstWbQP	U00307		WBSFLMB10-81-140		1	39.96	39.96					WBSFLMB10-81-140	20081129	2008-11-29 00:01:59	pending				WADERWICK FLEECE PANT BLACK LG
WBA32328-1		WBA32328	kqxsf2NF	U00308		WBSFCSH10-717-30		1	34.95	34.95					717, 30	20081129	2008-11-29 02:43:15	pending				3XDRY SUPERLIGHT SHORT DK KHAKI M
WBA32329-1		WBA32329	kyRQMGA8	U00309		HFL10964XX		1	24.95	24.95					HFL10964XX	20081201	2008-12-01 09:58:03	pending				Flap Cap Coal
WBA32329-2		WBA32329	kyRQMGA8	U00309		WBSFHFL10921XX		1	24.95	24.95					WBSFHFL10921XX	20081201	2008-12-01 09:58:03	pending				Flap Cap Green
WBA32330-1		WBA32330	Dr73qRhJ	U00310		WBSFHFM10564-50		1	39.95	39.95					WBSFHFM10564-50	20081201	2008-12-09 09:03:22	partial				WIND STOPPER MITT COAL/BLACK XL
WBA32330-2		WBA32330	Dr73qRhJ	U00310		WBSFLWB10-811-50		1	29.95	29.95					WBSFLWB10-811-50	20081201	2008-12-09 09:03:22	partial				WADERWICK BOTTOM BLACK XL
WBA32331-1		WBA32331	2bejD5iL	U00311		WBSFOSV10-607-30		1	99.95	99.95					WBSFOSV10-607-30	20081201	2008-12-04 13:37:37	partial				SUPERLT INSUL VEST LT KHAKI M
WBA32332-1		WBA32332	eiKZNsLa	U00312		WBWRBIIMX-990-4		1	532.00	532.00					WBWRBIIMX-990-4	20081201	2008-12-04 09:47:28	partial				Boron II-MX 9Wt 9Ft 4Pc
WBA32332-2		WBA32332	eiKZNsLa	U00312		WBSFRP-465-60		1	143.96	143.96					WBSFRP-465-60	20081201	2008-12-04 09:48:28	partial				PACLITE RAIN PANTSMOKE XXL
WBA32333-1		WBA32333	eiKZNsLa	U00313		WBFPBC		1	69.95	69.95						20081201	2008-12-04 14:52:24	partial				Blizzard Soft Cooler
WBA32334-1		WBA32334	WJBs7IV2	U00314		WBSFCFE10-830-50		1	24.95	24.95					WBSFCFE10-830-50	20081201	2008-12-09 09:29:20	partial				SMALLMOUTH BASS T-SHIRTSSWHITE XL
WBA32335-1		WBA32335	efyibSWk	U00315		WBORSI60KR-24-00		1	95.20	95.20					WBORSI60KR-24-00	20081202	2008-12-04 11:20:01	pending				Brodin C&R Rubber Net 24in
WBA32335-2		WBA32335	efyibSWk	U00315		WBSG2001-390-4		1	536.00	536.00					WBSG2001-390-4	20081202	2008-12-04 11:20:01	pending				390-4 Z-AXIS ROD 4PC 9L 3WT
WBA32335-3		WBA32335	efyibSWk	U00315		WBSFVG5-88-60		1	143.96	143.96					WBSFVG5-88-60	20081202	2008-12-04 11:20:01	pending				G3 GUIDE VEST TAUPO XXL
WBA32335-4		WBA32335	efyibSWk	U00315		WBBRROUGE-2-R		1	276.00	276.00					WBBRROUGE-2-R	20081202	2008-12-04 11:20:01	pending				Rogue 2 Reel
WBA32335-5		WBA32335	efyibSWk	U00315		WBBRROUGE-2-S		1	132.00	132.00					WBBRROUGE-2-S	20081202	2008-12-04 11:20:01	pending				Rogue 2 Spool
WBA32336-1		WBA32336	zJgNChig	U00316		WBSFOGG10-8117-50		1	449.95	449.95					WBSFOGG10-8117-50	20081203	2008-12-04 09:27:18	partial				G4 PRO JACKET COAL/ORANGE XL
WBA32337-1		WBA32337	3yxvKweS	U00317		WBSFWFS10-718-30		1	199.95	199.95					WBSFWFS10-718-30	20081203	2008-12-09 09:13:54	partial				FREESTONE STOCKINGFOOT M
WBA32338-1		WBA32338	FZwpE8uf	U00318		WBSFWWG10-805-20		1	329.95	329.95					WBSFWWG10-805-20	20081203	2008-12-04 09:00:17	partial				WOMENS GORE-TEX STOCKINGFOOT S
WBA32339-1		WBA32339	croDePhC	U00319		WBSFLWB10-811-50		1	29.95	29.95					WBSFLWB10-811-50	20081203	2009-02-10 14:39:28	pending				WADERWICK BOTTOM BLACK XL
WBA32339-2		WBA32339	croDePhC	U00319		WBSFHTR108-8300		1	14.95	14.95					WBSFHTR108-8300	20081203	2009-02-10 14:39:28	pending				TRUCKER CAP DRIFTWOOD
WBA32339-3		WBA32339	croDePhC	U00319		WBSFHFM10564-30		1	39.95	39.95					WBSFHFM10564-30	20081203	2009-02-10 14:39:28	pending				WIND STOPPER MITT COAL/BLACK M
WBA32340-1		WBA32340	63YnZyYv	U00320		WBSFHFG30564-30		1	24.95	24.95					WBSFHFG30564-30	20081203	2008-12-03 18:37:08	pending				POLARTEC GLOVE HALF COAL/BLACK M
WBA32341-1		WBA32341	zAzYMT39	U00321		WBSFLMT10-811-30		1	49.95	49.95					WBSFLMT10-811-30	20081203	2009-01-05 10:21:52	pending				WADERWICK FLEECE TOP BLACK M
WBA32341-2		WBA32341	zAzYMT39	U00321		WBSFLWC10-880-30		1	29.95	29.95					880, 30	20081203	2009-01-05 10:21:52	pending				WADERWICK CREW TOP ORANGE M
WBA32342-1		WBA32342	E3YHJkXb	U00322		WBSFCZP10-603-50		1	41.95	41.95					WBSFCZP10-603-50	20081204	2008-12-04 11:23:28	pending				3XDRY GUIDE ZO PANT KHAKI XL
WBA32343-1		WBA32343	SViIiaCS	U00323		WBSFSH-F41-11		1	119.95	119.95					WBSFSH-F41-11	20081204	2008-12-04 13:47:06	partial				L2WADING BOOT FELT 11
WBA32344-1		WBA32344	zgWqcjDd	U00324		HFL10943XX		1	24.95	24.95					HFL10943XX	20081205	2008-12-06 09:23:05	partial				Flap Cap Sterling
WBA32345-1		WBA32345	AknzMUIS	U00325		WBSFCMS107-05-50		1	48.95	48.95					WBSFCMS107-05-50	20081206	2008-12-08 09:13:50	partial				3XDRY MICROCHECKSHIRT BLUE XL
WBA32346-1		WBA32346	r8FCbqzj	U00326		WBSFWWG10-805-42		1	329.95	329.95					WBSFWWG10-805-42	20081207	2008-12-07 10:08:17	pending				WOMEN'S GORE-TEX STOCKINGFOOT LF
WBA32347-1		WBA32347	xKPzBxf7	U00327		WBSFCSP10-717-40		1	41.95	41.95					WBSFCSP10-717-40	20081207	2008-12-08 10:00:13	shipped				3XDRY SUPERLIGHT PANT DK KHAKI L
WBA32347-2		WBA32347	xKPzBxf7	U00327		WBSFHTR107-8000		1	14.95	14.95					WBSFHTR107-8000	20081207	2008-12-08 10:00:13	shipped				TRUCKER CAPSIMMS ORANGE
WBA32348-1		WBA32348	tkQmLPyP	U00328		WBSFCKS10-603-50		1	34.95	34.95					WBSFCKS10-603-50	20081207	2008-12-20 11:28:22	partial				3XDRY GUIDESHIRT KHAKI XL
WBA32348-2		WBA32348	tkQmLPyP	U00328		WBSFCTT10-794-50		1	27.95	27.95					WBSFCTT10-794-50	20081207	2008-12-20 11:28:22	partial				3XDRY TATTERSALLSHIRTSALMON XL
WBA32349-1		WBA32349	9zp6QJAD	U00329		WBSFLGT1080-35-40		1	99.95	99.95					35, 40	20081207	2008-12-08 09:03:04	partial				GUIDE TOP (NEW FOR FALL 2008), Black/Coal, L
WBA32350-1		WBA32350	2iYKvqav	U00330		WBSFCLT10-805-40		1	27.95	27.95					WBSFCLT10-805-40	20081207	2008-12-08 08:46:13	partial				TOURNAMENTSHIRT BLUE L
WBA32351-1		WBA32351	GWCze32Q	U00331		WBSFWPG10-843-27		1	379.95	379.95					WBSFWPG10-843-27	20081208	2008-12-08 12:15:30	pending				G3 GUIDE CONVERTIBLE SK
WBA32351-2		WBA32351	GWCze32Q	U00331		WBSFST-S10831-08		1	189.95	189.95					S10831, 08	20081208	2008-12-08 12:15:30	pending				RIVERSHED BOOT STUDDED AQUA 08
WBA32352-1		WBA32352	zkpj82mi	U00332		WBSFASG4120		1	14.95	14.95					WBSFASG4120	20081209	2008-12-09 17:06:42	pending				SUNGLOVES TANS
WBA32352-2		WBA32352	zkpj82mi	U00332		WBSFASG4140		1	14.95	14.95					WBSFASG4140	20081209	2008-12-09 17:06:42	pending				SUNGLOVES TAN L
WBA32352-3		WBA32352	zkpj82mi	U00332		WBSFASG4130		1	14.95	14.95					WBSFASG4130	20081209	2008-12-09 17:06:42	pending				SUNGLOVES TAN M
WBA32352-4		WBA32352	zkpj82mi	U00332		WBSFHFG30564-30		1	24.95	24.95					WBSFHFG30564-30	20081209	2008-12-09 17:06:42	pending				POLARTEC GLOVE HALF COAL/BLACK M
WBA32352-5		WBA32352	zkpj82mi	U00332		WBSFHSS106-8400		1	29.95	29.95					WBSFHSS106-8400	20081209	2008-12-09 17:06:42	pending				SOLAR SOMBRERO TAN
WBA32353-1		WBA32353	YmunZn3H	U00333		WBSFCKS10-821-50		1	34.95	34.95					WBSFCKS10-821-50	20081209	2008-12-10 11:39:34	shipped				3XDRY GUIDESHIRT GREEN XL
WBA32353-2		WBA32353	YmunZn3H	U00333		WBSFLDD1066430		1	169.95	169.95					WBSFLDD1066430	20081209	2008-12-10 11:39:34	shipped				DRY CREEK DUFFEL COAL M
WBA32354-1		WBA32354	FHyoRZzg	U00334		WBSFHTR108-0600		1	14.95	14.95					WBSFHTR108-0600	20081209	2008-12-17 09:07:57	shipped				TRUCKER CAP NAVY
WBA32354-2		WBA32354	FHyoRZzg	U00334		WBSFRA-508-40		1	99.95	99.95					508, 40	20081209	2008-12-17 09:07:57	shipped				IN-VEST JACKET TAN L
WBA32372-1		WBA32372	8bwcAW6x	U00352		WBSFCSB10-830-50		1	29.95	29.95					WBSFCSB10-830-50	20081215	2008-12-17 10:01:33	partial				REDFISH T-SHIRT LS WHITE XL
WBA32355-1		WBA32355	akPRnoPy	U00335		WBSFLWB10-811-30		1	29.95	29.95					WBSFLWB10-811-30	20081210	2008-12-10 15:03:30	pending		3418?expandable=		WADERWICK BOTTOM BLACK M
WBA32356-1		WBA32356	z5rF9MVx	U00336		WBSFHKC108-0800		1	19.95	19.95					WBSFHKC108-0800	20081210	2008-12-10 15:21:28	pending				KRIEGER CRUSHER TAN
WBA32356-2		WBA32356	z5rF9MVx	U00336		WBSFHKC108-0300		1	19.95	19.95					WBSFHKC108-0300	20081210	2008-12-10 15:21:28	pending				KRIEGER CRUSHER LODEN
WBA32356-3		WBA32356	z5rF9MVx	U00336		WBSFBWB56-400		1	39.95	39.95					WBSFBWB56-400	20081210	2008-12-10 15:21:28	pending				SIMMSWADER BAG COAL
WBA32356-4		WBA32356	z5rF9MVx	U00336		HFL10964XX		1	24.95	24.95					HFL10964XX	20081210	2008-12-10 15:21:28	pending				Flap Cap Coal
WBA32357-1		WBA32357	FYoYRo8t	U00337		WBSFHWT10-81100		1	16.95	16.95					WBSFHWT10-81100	20081210	2008-12-10 16:12:46	pending				WASHED TWILL SB BLACK
WBA32357-2		WBA32357	FYoYRo8t	U00337		WBSFHWT10-88000		1	16.95	16.95					WBSFHWT10-88000	20081210	2008-12-10 16:12:46	pending				WASHED TWILL SB ORANGE
WBA32358-1		WBA32358	pPCbobe3	U00338		WBSFCKS10-821-60		1	34.95	34.95					WBSFCKS10-821-60	20081210	2008-12-10 22:02:31	pending				3XDRY GUIDESHIRT GREEN XXL
WBA32359-1		WBA32359	akPRnoPy	U00339		WBSFCSC10-830-40		1	29.95	29.95					WBSFCSC10-830-40	20081211	2008-12-11 09:31:05	pending		990?expandable=		ROOSTERFISH T-SHIRT LS WHITE L
WBA32360-1		WBA32360	VMXhRPsc	U00340		WBSFCGD10-744-30		1	34.95	34.95					WBSFCGD10-744-30	20081211	2008-12-11 14:27:38	pending				3XDRY GUIDE PANT KHAKI M
WBA32361-1		WBA32361	F8jhtXbx	U00341		WBSFCSA10-830-60		1	29.95	29.95					WBSFCSA10-830-60	20081212	2008-12-15 15:08:03	partial				PERMIT T-SHIRT LS WHITE XXL
WBA32361-2		WBA32361	F8jhtXbx	U00341		WBSFCMS108-21-60		1	48.95	48.95					WBSFCMS108-21-60	20081212	2008-12-15 15:08:03	partial				3XDRY ESSEXSHIRT GREEN XXL
WBA32362-1		WBA32362	cC4wwwbN	U00342		WBSFSWS108-120-40		4	19.95	79.80					WBSFSWS108-120-40	20081212	2008-12-12 17:15:19	pending				SIMMSWADINGSOCK GREY / ORANGE L
WBA32363-1		WBA32363	RnwHwWRW	U00343		WBSFASK-3103		1	24.95	24.95					WBSFASK-3103	20081212	2008-12-12 18:32:18	pending				WS STOCKING CAP BLACK
WBA32364-1		WBA32364	CRTYwN2h	U00344		WBSFCMS107-05-50		1	48.95	48.95					WBSFCMS107-05-50	20081213	2008-12-13 12:36:12	pending				3XDRY MICROCHECKSHIRT BLUE XL
WBA32365-1		WBA32365	cnexRTn8	U00345		WBSFHFG40564-40		2	34.95	69.90					WBSFHFG40564-40	20081213	2008-12-28 15:36:28	partial				WIND STOPPER GLOVE HALF COAL/BLACK L
WBA32366-1		WBA32366	cnexRTn8	U00345		WBSFAGS-41-40		1	29.95	29.95					WBSFAGS-41-40	20081213	2008-12-15 09:18:20	pending				GUARDSOCKSSTERLING L
WBA32367-1		WBA32367	ofbyYQj3	U00347		WBSFHFM10564-30		1	39.95	39.95					WBSFHFM10564-30	20081213	2008-12-15 14:27:25	partial				WIND STOPPER MITT COAL/BLACK M
WBA32368-1		WBA32368	Pnnbafv5	U00348		WBSFASK-3103		1	24.95	24.95					WBSFASK-3103	20081213	2008-12-13 21:04:29	pending				WS STOCKING CAP BLACK
WBA32369-1		WBA32369	qHeiZVKx	U00349		WBSFST-F10800-10		1	139.95	139.95					sole: F10800, size: 10	20081214	2008-12-15 14:37:07	partial				RIVERSHED BOOT FELT 10
WBA32370-1		WBA32370	PovMqJWu	U00350		WBSFHFM10564-40		1	39.95	39.95					WBSFHFM10564-40	20081214	2008-12-15 14:47:54	partial				WIND STOPPER MITT COAL/BLACK L
WBA32371-1		WBA32371	RzJ7XBJz	U00351		WBWRBIIxD-1267-4		1	835.00	835.00					WBWRBIIxD-1267-4	20081215	2008-12-15 09:16:26	pending		3215?expandable=		12ft 6in 6-7 Wt Double Handed Biix
WBA32373-1		WBA32373	msm4M84S	U00353		WBSFBDP-59900		1	14.95	14.95					WBSFBDP-59900	20081215	2008-12-15 17:05:24	pending				DRY CREEK TECH POUCH CLEAR
WBA32374-1		WBA32374	RzJ7XBJz	U00354		WBWRBIIxD-117-4		1	735.00	735.00					WBWRBIIxD-117-4	20081216	2008-12-16 09:26:53	partial		12090?expandable=		11ft 7Wt Double Handed Biix
WBA32375-1		WBA32375	RzJ7XBJz	U00355		WBSFDR0-1000		1	14.95	14.95					WBSFDR0-1000	20081216	2008-12-16 09:34:04	partial		12090?expandable=		GORE-TEX REVIVEX
WBA32376-1		WBA32376	pKNCBdJf	U00356		WBORSI60KR-24-00		1	119.00	119.00					WBORSI60KR-24-00	20081216	2008-12-16 15:23:59	pending				Brodin C&R Rubber Net 24in
WBA32377-1		WBA32377	MuYiByLf	U00357		WBSFLGT1080-35-60		1	99.95	99.95					color: 35, size: 60	20081216	2008-12-29 11:32:29	partial				GUIDE TOP (NEW FOR FALL 2008), Black/Coal, XXL
WBA32377-2		WBA32377	MuYiByLf	U00357		WBSFHWC10-82000		1	19.95	19.95					WBSFHWC10-82000	20081216	2008-12-29 11:32:29	partial				WAXED CANVAS CAP BROWN
WBA32378-1		WBA32378	xr9bW7kn	U00358		WBSFCKS10-821-50		1	34.95	34.95					WBSFCKS10-821-50	20081217	2008-12-17 12:45:01	pending				3XDRY GUIDESHIRT GREEN XL
WBA32379-1		WBA32379	pHds5xxA	U00359		WBSFLWC10-880-50		1	29.95	29.95					color: 880, size: 50	20081217	2008-12-18 09:12:04	partial				WADERWICK CREW TOP ORANGE XL
WBA32379-2		WBA32379	pHds5xxA	U00359		WBSFLWB10-811-40		1	0.00	0.00					WBSFLWB10-811-40	20081217	2008-12-18 09:25:24	partial				WADERWICK BOTTOM BLACK LG
WBA32379-3		WBA32379	pHds5xxA	U00359		WBSFCTT10-721-50		1	27.95	27.95					WBSFCTT10-721-50	20081217	2008-12-18 09:12:04	partial				3XDRY TATTERSALLSHIRT GREEN XL
WBA32379-4		WBA32379	pHds5xxA	U00359		WBSFLDW107-8000		1	129.95	129.95					WBSFLDW107-8000	20081217	2008-12-18 09:12:04	partial				DRY CREEK WADER BAG ORANGE
WBA32379-5		WBA32379	pHds5xxA	U00359		WBSFSWS108-120-40		1	0.00	0.00					WBSFSWS108-120-40	20081217	2008-12-18 09:25:24	partial				SIMMSWADINGSOCK GREY / ORANGE L
WBA32379-6		WBA32379	pHds5xxA	U00359		WBSFMS481-40		1	24.95	24.95					WBSFMS481-40	20081217	2008-12-18 09:12:04	partial				EXSTREAM SOCK L
WBA32380-1		WBA32380	gY4tjgxI	U00360		WBSFCPS10-807-40		1	27.95	27.95					WBSFCPS10-807-40	20081217	2008-12-17 20:20:51	pending				3XDRY TROUT POLO LT KHAKI L
WBA32381-1		WBA32381	UpnxwwTq	U00361		WBSFHFM10564-30		1	39.95	39.95					WBSFHFM10564-30	20081219	2008-12-19 15:09:15	pending				WIND STOPPER MITT COAL/BLACK M
WBA32382-1		WBA32382	VR89Co57	U00362		WBSFCFE10-830-60		1	24.95	24.95					WBSFCFE10-830-60	20081219	2008-12-20 11:50:22	partial				SMALLMOUTH BASS T-SHIRTSSWHITE XXL
WBA32383-1		WBA32383	yQCGMg8z	U00363		WBSFCPC1084430		1	41.95	41.95					WBSFCPC1084430	20081219	2008-12-19 22:10:29	pending				GUIDE KHAKIS KHAKI M
WBA32384-1		WBA32384	eAGNbShm	U00364		WBSFCVG10-713-30		1	41.95	41.95					WBSFCVG10-713-30	20081219	2008-12-19 22:51:47	pending				3XDRY RIVERTEK SHIRT LT GRN M
WBA32385-1		WBA32385	NfRoYdSi	U00365		WBSFHEB106-1100		1	29.95	29.95					WBSFHEB106-1100	20081220	2008-12-20 11:18:31	pending				EXSTREAM BALACLAVA BLACK
WBA32386-1		WBA32386	AgEM6T7V	U00366		WBSFHEB106-1100		1	29.95	29.95					WBSFHEB106-1100	20081220	2008-12-20 16:54:45	pending				EXSTREAM BALACLAVA BLACK
WBA32387-1		WBA32387	XFdc2ARZ	U00367		WBSFHFM10564-50		1	39.95	39.95					WBSFHFM10564-50	20081221	2008-12-22 09:43:23	partial				WIND STOPPER MITT COAL/BLACK XL
WBA32388-1		WBA32388	wNjjHHbf	U00368		WBSFST-S10831-13		1	189.95	189.95					sole: S10831, size: 13	20081222	2008-12-22 11:10:45	partial				RIVERSHED BOOT STUDDED AQUA 13
