code	store_id	order_number	session	username	shipmode	sku	UPC_No	quantity	price	subtotal	shipping	taxable	size	color	options	order_date	update_date	status	parent	affiliate	campaign	description
WBA32389-1		WBA32389	UEQqiaiw	U00369		WBSFCSW10-889-50		1	34.95	34.95					WBSFCSW10-889-50	20081222	2008-12-22 15:01:25	pending				3XDRY TARPON POLO DK BLUE XL
WBA32390-1		WBA32390	MfCoB8RA	U00370		WBSFCGT10-805-40		2	27.95	55.90					WBSFCGT10-805-40	20081223	2008-12-29 12:12:41	partial				3XDRY STRETCH CREW BLUE L
WBA32390-2		WBA32390	MfCoB8RA	U00370		WBSFCGT10-833-40		1	27.95	27.95					WBSFCGT10-833-40	20081223	2008-12-29 12:12:41	partial				3XDRY STRETCH CREW HEATHER GREY L
WBA32390-3		WBA32390	MfCoB8RA	U00370		WBSFCGT10-710-40		1	27.95	27.95					WBSFCGT10-710-40	20081223	2008-12-29 12:12:41	partial				3XDRY STRETCH CREW LT GREY L
WBA32391-1		WBA32391	tPtVpn3M	U00371		WBSFLWC10-811-40		1	29.95	29.95					color: 811, size: 40	20081226	2008-12-28 15:17:03	partial				WADERWICK CREW TOP BLACK L
WBA32392-1		WBA32392	2pXJCnIt	U00372		WBSFCPF10-829-60		1	31.50	31.50					WBSFCPF10-829-60	20081226	2008-12-26 12:35:08	pending				3XDRY SOLARFLEX SHIRT LT BLUE XXL
WBA32392-2		WBA32392	2pXJCnIt	U00372		WBSFCPF1081360		2	31.50	63.00					WBSFCPF1081360	20081226	2008-12-26 12:35:08	pending				3XDRY SOLARFLEX SHIRT LT GREEN XXL
WBA32392-3		WBA32392	2pXJCnIt	U00372		WBSFCPF10-854-60		4	31.50	126.00					WBSFCPF10-854-60	20081226	2008-12-26 12:35:08	pending				3XDRY SOLARFLEX SHIRT WHITE XXL
WBA32393-1		WBA32393	Qqn5ZdoT	U00373		WBSFLWC10-880-30		1	29.95	29.95					color: 880, size: 30	20081227	2008-12-27 20:31:45	pending				WADERWICK CREW TOP ORANGE M
WBA32394-1		WBA32394	FMjXrJZB	U00374		WBSFCSA10-830-40		1	29.95	29.95					WBSFCSA10-830-40	20081229	2008-12-29 11:00:33	pending				PERMIT T-SHIRT LS WHITE L
WBA32395-1		WBA32395	RStob6sX	U00375		WBSFCHD10-829-40		0	0.00	0.00					WBSFCHD10-829-40	20090101	2009-01-05 10:45:07	backorder				3XDRYSOLARFLEX HOODY LT BLUE L
WBA32395-2		WBA32395	RStob6sX	U00375		WBSFCHD10-829-30		1	38.50	38.50					WBSFCHD10-829-30	20090101	2009-01-05 10:45:52	partial				3XDRYSOLARFLEX HOODY LT BLUE M
WBA32395-3		WBA32395	RStob6sX	U00375		WBSFCHD10-829-50		1	38.50	38.50					WBSFCHD10-829-50	20090101	2009-01-05 10:45:52	partial				3XDRYSOLARFLEX HOODY LT BLUE XL
WBA32395-4		WBA32395	RStob6sX	U00375		WBSFHGE106-2300		2	49.95	99.90					WBSFHGE106-2300	20090101	2009-01-05 10:45:52	partial				GORE TEXEXSTREAM HAT LODEN
WBA32395-5		WBA32395	RStob6sX	U00375		WBSFASG4130		0	0.00	0.00					WBSFASG4130	20090101	2009-01-05 10:45:07	backorder				SUNGLOVES TAN M
WBA32396-1		WBA32396	Ndar6X9G	U00376		WBSFCPC1084450		0	41.95	0.00					WBSFCPC1084450	20090103	2009-01-05 14:32:48	pending				GUIDE KHAKIS KHAKI XL
WBA32396-2		WBA32396	Ndar6X9G	U00376		WBSFCSN10-817-50		1	99.95	99.95					WBSFCSN10-817-50	20090103	2009-01-05 14:27:43	pending				WADERFLEX JEAN DK KHAKI XL
WBA32396-3		WBA32396	Ndar6X9G	U00376		WBSFCMS108-80-50		1	48.95	48.95					WBSFCMS108-80-50	20090103	2009-01-05 14:27:43	pending				3XDRY ESSEXSHIRT ORNG XL
WBA32396-4		WBA32396	Ndar6X9G	U00376		WBSFCMS108-21-50		0	48.95	0.00					WBSFCMS108-21-50	20090103	2009-01-05 14:32:48	pending				3XDRY ESSEXSHIRT GREEN XL
WBA32396-5		WBA32396	Ndar6X9G	U00376		WBSFCPC1084450		0	41.95	0.00					WBSFCPC1084450	20090103	2009-01-05 14:32:48	pending				GUIDE KHAKIS KHAKI XL
WBA32397-1		WBA32397	Ndar6X9G	U00377		WBSFMS406-40		2	16.95	33.90					WBSFMS406-40	20090103	2009-01-03 20:43:09	pending				SPORT CREW SOCK GREY L
WBA32398-1		WBA32398	QoDhAbvc	U00378		WBSFCPF10-829-40		1	31.50	31.50					WBSFCPF10-829-40	20090104	2009-01-04 09:24:17	pending				3XDRY SOLARFLEX SHIRT LT BLUE L
WBA32399-1		WBA32399	KHHfvUT4	U00379		WBSFPDH10-70500		1	99.95	99.95					WBSFPDH10-70500	20090105	2009-01-06 07:59:15	partial				DRY CREEK CHEST/HIP PACK BLUE
WBA32400-1		WBA32400	3MpqeSpg	U00380		WBSFOFJ10-667-50		1	179.95	179.95					WBSFOFJ10-667-50	20090107	2009-01-07 15:17:22	pending				FREESTONE JKTSLATE/KHAKI XL
WBA32401-1		WBA32401	bZeL5FRq	U00381		WBSG237-1290-4		1	325.00	325.00					WBSG237-1290-4	20090109	2009-01-09 17:52:26	pending				1290-4FLI ROD 4PC 12WT 9'L
WBA32402-1		WBA32402	2Rxw2P2r	U00382		WBSFHWT10-81100		1	16.95	16.95					WBSFHWT10-81100	20090110	2009-01-10 13:37:14	pending				WASHED TWILL SB BLACK
WBA32403-1		WBA32403	3LWubjUK	U00383		WBSFCMS108-05-40		1	69.95	69.95					WBSFCMS108-05-40	20090114	2009-01-14 14:16:17	pending				3XDRY ESSEXSHIRT BLUE L
WBA32404-1		WBA32404	2xo3fVsF	U00384		WBSFHTR108-1100		1	14.95	14.95					WBSFHTR108-1100	20090116	2009-01-16 11:31:42	pending				TRUCKER CAP BLACK
WBA32405-1		WBA32405	AVVit5vd	U00385		WBSFST-S10831-11		1	189.95	189.95					sole: S10831, size: 11	20090118	2009-01-18 01:20:52	pending				RIVERSHED BOOT STUDDED AQUA 11
WBA32406-1		WBA32406	jdG5BtzA	U00386		WBSFHTR108-9600		1	14.95	14.95					WBSFHTR108-9600	20090119	2009-01-29 11:44:05	pending				DESERT CAMO
WBA32407-1		WBA32407	FGeSkx5c	U00387		WBSFHFG40564-30		1	34.95	34.95					WBSFHFG40564-30	20090120	2009-01-20 19:04:39	pending				WIND STOPPER GLOVE HALF COAL/BLACK M
WBA32408-1		WBA32408	dBChxSZH	U00388		WBSFCSW109-29-50		1	49.95	49.95					WBSFCSW109-29-50	20090125	2009-02-03 13:39:14	partial				TARPON POLO SS LT BLU XL
WBA32408-2		WBA32408	dBChxSZH	U00388		WBSFCPS109-05-50		1	39.95	39.95					WBSFCPS10-807-50	20090125	2009-02-03 13:39:14	partial				TROUT POLO COR3 NAVY XL
WBA32408-3		WBA32408	dBChxSZH	U00388		WBSFHTR108-0600		1	14.95	14.95					WBSFHTR108-9600	20090125	2009-02-03 13:39:14	partial				TRUCKER CAP NAVY
WBA32409-1		WBA32409	rHXxItqn	U00389		WBSFLMB10-811-50		1	49.95	49.95					WBSFLMB10-811-50	20090126	2009-01-29 11:30:40	partial				WADERWICK FLEECE PANT BLACK XL
WBA32409-2		WBA32409	rHXxItqn	U00389		WBSFLMT10-811-50		1	49.95	49.95					WBSFLMT10-811-50	20090126	2009-01-29 11:30:40	partial				WADERWICK FLEECE TOP BLACK XL
WBA32410-1		WBA32410	JGYKbAUA	U00390		WBSFCHD10-854-60		1	38.50	38.50					WBSFCHD10-854-60	20090127	2009-01-27 14:46:31	pending				3XDRYSOLARFLEX HOODY WHITE XXL
WBA32411-1		WBA32411	ydNeBxYS	U00391		WBSFLMT10-811-30		1	49.95	49.95					WBSFLMT10-811-30	20090127	2009-02-10 14:37:00	partial				WADERWICK FLEECE TOP BLACK M
WBA32411-2		WBA32411	ydNeBxYS	U00391		WBSFHFM10564-40		1	39.95	39.95					WBSFHFM10564-40	20090127	2009-02-10 14:36:59	partial				WIND STOPPER MITT COAL/BLACK L
WBA32412-1		WBA32412	PeCMKH2B	U00392		WBSFHRH108-0800		1	29.95	29.95					WBSFHRH108-0800	20090128	2009-01-28 10:30:02	pending				SUNSHIELD HAT TAN
WBA32412-2		WBA32412	PeCMKH2B	U00392		WBSFHFL109-64-XX		1	24.95	24.95					WBSFHFL109-64-XX	20090128	2009-01-28 10:30:02	pending				Flap Cap Coal
WBA32413-1		WBA32413	wyqvI5h7	U00393		WBSG8600-005		1	65.00	65.00					WBSG8600-005	20090131	2009-01-31 06:12:48	pending				WF-5-F FLY LINE PERFORMANCE TAPER II 90'
WBA32414-1		WBA32414	mxFzSv2V	U00394		WBORSI96GX-21-00		1	198.00	198.00					WBORSI96GX-21-00	20090202	2009-02-02 14:12:07	pending				Safe Passage¨ Rolling Vented Duffle
WBA32415-1		WBA32415	LKKqLjwf	U00395		WBSG2000-490-4		1	410.00	410.00					WBSG2000-490-4	20090204	2009-02-04 15:33:09	pending				490-4 VT2 ROD 4PC 4WT 9' L
WBA32416-1		WBA32416	9Sfj4afM	U00396		WBSFOWJ10-720-50		1	199.95	199.95					WBSFOWJ10-720-50	20090205	2009-02-09 14:22:22	partial				WIND STOPPER DL JACKET BROWN XL
WBA32417-1		WBA32417	K9d5RbVX	U00397		WBSFLSP1086440		1	99.95	99.95					WBSFLSP1086440	20090206	2009-02-06 10:33:08	pending				GUIDE FLEECE PANT COAL L
WBA32418-1		WBA32418	ALXfm9Uj	U00398		WBSFWGR10-805-48		1	239.95	239.95					WBSFWGR10-805-48	20090206	2009-02-06 20:35:26	pending				RIVERSHED STOCKINGFOOT LL 9-11
WBA32419-1		WBA32419	3xvkNmFk	U00399		WBSFCKS10-805-40		1	34.95	34.95					WBSFCKS10-805-40	20090207	2009-02-09 13:32:44	partial				3XDRY GUIDESHIRT BLUE L
WBA32419-2		WBA32419	3xvkNmFk	U00399		WBSFCKS10-794-40		1	34.95	34.95					WBSFCKS10-794-40	20090207	2009-02-09 13:32:44	partial				3XDRY GUIDESHIRTSALMON L
WBA32420-1		WBA32420	vQ4JtTBf	U00400		WBSFCTR10-805-40		1	48.95	48.95					WBSFCTR10-805-40	20090207	2009-02-07 20:11:33	pending				3XDRY BLUEWATERSHIRT BLUE L
WBA32420-2		WBA32420	vQ4JtTBf	U00400		WBSFHIP109-31-40		1	19.95	19.95					WBSFHIP109-31-40	20090207	2009-02-07 20:11:33	pending				BOOT/LINER SOCK COMBO L
WBA32420-3		WBA32420	vQ4JtTBf	U00400		WBSFCRT109-44-40		1	29.95	29.95					WBSFCRT109-44-40	20090207	2009-02-07 20:11:33	pending				RVR TRUNK STN L
WBA32420-4		WBA32420	vQ4JtTBf	U00400		WBSFHIP109-31-30		1	19.95	19.95					WBSFHIP109-31-30	20090207	2009-02-07 20:11:33	pending				BOOT/LINER SOCK COMBO M
WBA32421-1		WBA32421	gdjWPNK8	U00401		WBSFCMS107-21-30		1	48.95	48.95					WBSFCMS107-21-30	20090208	2009-02-08 20:47:37	pending				3XDRY MICROCHECKSHIRT GREEN M
WBA32421-2		WBA32421	gdjWPNK8	U00401		WBSFCMS107-41-30		1	48.95	48.95					WBSFCMS107-41-30	20090208	2009-02-08 20:47:37	pending				3XDRY MICROCHECKSHIRT YELLOW M
WBA32422-1		WBA32422	Lqf5pk8I	U00402		WBSFWGR10-805-40		1	239.95	239.95					WBSFWGR10-805-40	20090209	2009-02-09 13:16:37	partial				RIVERSHED STOCKINGFOOT L 9-11
WBA32423-1		WBA32423	8veQn84y	U00403		WBSFCPC1084430		2	41.95	83.90					WBSFCPC1084430	20090210	2009-02-10 18:32:17	pending				GUIDE KHAKIS KHAKI M
WBA32423-2		WBA32423	8veQn84y	U00403		WBSFCSN10-817-30		1	99.95	99.95					WBSFCSN10-817-30	20090210	2009-02-10 18:32:17	pending				WADERFLEX JEAN DK KHAKI M
WBA32423-3		WBA32423	8veQn84y	U00403		WBSFHTR107-8000		1	14.95	14.95					WBSFHTR107-8000	20090210	2009-02-10 18:32:17	pending				TRUCKER CAPSIMMS ORANGE
WBA32423-4		WBA32423	8veQn84y	U00403		WBSFCSA10-830-50		1	29.95	29.95					WBSFCSA10-830-50	20090210	2009-02-10 18:32:17	pending				PERMIT T-SHIRT LS WHITE XL
WBA32423-5		WBA32423	8veQn84y	U00403		WBSFCSP109-17-30		1	69.95	69.95					WBSFCSP109-17-30	20090210	2009-02-10 18:32:17	pending				SUPERLT PANT DK KHA M
WBA32424-1		WBA32424	H58LIVrc	U00404		WBSFHTR108-9600		1	14.95	14.95					WBSFHTR108-9600	20090211	2009-02-12 09:52:00	partial				TRUCKER CAP DESERT CAMO
WBA32425-1		WBA32425	WLUMqJhZ	U00405		WBSFHEB106-1100		1	29.95	29.95					WBSFHEB106-1100	20090212	2009-02-12 08:22:32	pending				EXSTREAM BALACLAVA BLACK
WBA32426-1		WBA32426	DW6BPD4L	U00406		WBORSI36X9-52-00		1	275.00	275.00					WBORSI36X9-52-00	20090214	2009-02-17 10:29:17	shipped				BATTENKILL¨ CARRY-ON GEAR BAG MEDIUM
WBA32427-1		WBA32427	QrCxyDBP	U00407		WBHHHRSW140		2	649.00	1298.00					WBHHHRSW140	20090214	2009-02-14 12:44:38	pending				Swift Mk II 9ft #4 3pc
WBA32428-1		WBA32428	sLyaXNvS	U00408		WBSFHTR108-1100		1	14.95	14.95					WBSFHTR108-1100	20090215	2009-03-03 10:34:29	partial				TRUCKER CAP BLACK
WBA32428-2		WBA32428	sLyaXNvS	U00408		WBSFHTR108-0600		1	14.95	14.95					WBSFHTR108-0600	20090215	2009-03-03 10:34:29	partial				TRUCKER CAP NAVY
WBA32429-1		WBA32429	wNE5R3p8	U00409		WBSFWGR10-805-40		2	239.95	479.90					WBSFWGR10-805-40	20090215	2009-02-15 21:48:02	pending				RIVERSHED STOCKINGFOOT L 9-11
WBA32430-1		WBA32430	eDfeZkhR	U00410		WBSFPDL10-84300		1	89.95	89.95					WBSFPDL10-84300	20090217	2009-02-17 22:26:31	pending				DRY CREEK ROLLTOP LUMBAR BAG STERLING
WBA32431-1		WBA32431	zzQaaNCE	U00411		WBSFASF50-800		1	24.95	24.95					WBSFASF50-800	20090222	2009-02-23 07:56:53	partial				SALTWATER FISHING HAT TAN
WBA32432-1		WBA32432	CYgsN7pe	U00412		WBSFORS10-8122-40		1	279.95	279.95					WBSFORS10-8122-40	20090222	2009-02-22 15:36:11	pending				RIVERSHEDWADING JACKET ARCTIC CHAR L
WBA32433-1		WBA32433	drK4BHKS	U00413		WBSFWGR10-805-30		1	239.95	239.95					WBSFWGR10-805-30	20090222	2009-02-23 07:47:56	partial				RIVERSHED STOCKINGFOOT M
WBA32434-1		WBA32434	bfndFKKe	U00414		WBSG2000-386-4		4	435.00	1740.00					WBSG2000-386-4	20090223	2009-02-23 17:09:52	pending				386-4 VT2 ROD 4PC 3WT 8'6'' L
WBA32434-2		WBA32434	bfndFKKe	U00414		WBORSI40E		4	179.00	716.00						20090223	2009-02-23 17:09:52	pending				BATTENKILL LARGE ARBOR TROUT REEL/SPOOL
WBA32434-3		WBA32434	bfndFKKe	U00414		WBORSI94GR-21-04		4	59.00	236.00					WBORSI94GR-21-04	20090223	2009-02-23 17:09:52	pending				WONDERLINE GEN 3 DT 4 OLIVE
WBA32435-1		WBA32435	n8e4ewJw	U00415		WBORZG-78295167		1	400.00	400.00					WBORZG-78295167	20090224	2009-03-05 08:36:06	shipped				ZERO G TIP FLEX 9FT 5WT 4PC
WBA32436-1		WBA32436	S7skDjhI	U00416		WBSFOWV10-780-50		1	149.95	149.95					WBSFOWV10-780-50	20090225	2009-03-05 12:37:02	partial				WIND STOPPER DL VEST SIMMS ORNG XL
WBA32437-1		WBA32437	zhyDI5Gk	U00417		WBSFSSF-44-11		1	79.95	79.95					WBSFSSF-44-11	20090225	2009-02-26 08:45:25	partial				RIVERSANDAL 11
WBA32437-2		WBA32437	zhyDI5Gk	U00417		WBSFCPC1084430		1	41.95	41.95					WBSFCPC1084430	20090225	2009-02-26 08:47:52	partial				GUIDE KHAKIS KHAKI M
WBA32438-1		WBA32438	ZvyedY8E	U00418		WBSFCLT10-805-40		1	27.95	27.95					WBSFCLT10-805-40	20090227	2009-02-27 09:00:56	pending				TOURNAMENTSHIRT BLUE L
WBA32438-2		WBA32438	ZvyedY8E	U00418		WBSFCLT10-844-40		1	27.95	27.95					WBSFCLT10-844-40	20090227	2009-02-27 09:00:56	pending				TOURNAMENTSHIRT KHAKI L
WBA32439-1		WBA32439	QChCthxs	U00419		WBSFHFL109-64-XX		1	24.95	24.95					WBSFHFL109-64-XX	20090227	2009-02-27 21:13:12	pending				FLAP CAP COAL
WBA32439-2		WBA32439	QChCthxs	U00419		WBSFHWC109-03-00		2	19.95	39.90					WBSFHWC109-03-00	20090227	2009-02-27 21:13:12	pending				WAXED CANVAS CAP LDN
WBA32440-1		WBA32440	G6opkbR2	U00420		WBSFSG-C10820-14		1	179.95	179.95					sole: C10820, size: 14	20090301	2009-03-01 06:58:19	pending				GUIDE BOOT STUDDED 14
WBA32441-1		WBA32441	Wjd2k7xu	U00421		WBSFMS031-40		1	19.95	19.95					WBSFMS031-40	20090302	2009-03-05 08:49:21	partial				WETWADING SOCK L
WBA32441-2		WBA32441	Wjd2k7xu	U00421		WBSFHIL109-30-40		1	9.95	9.95					WBSFHIL109-30-40	20090302	2009-03-05 08:49:21	partial				OTC LINER SOCK L
WBA32442-1		WBA32442	qEq8nszY	U00422		WBSFOGG10-952-50		1	449.95	449.95					WBSFOGG10-952-50	20090303	2009-03-03 08:23:28	pending				G4 PRO JKT GUN XL
WBA32443-1		WBA32443	LDa6cciH	U00423		WBORSI36T3-40-00		1	275.00	275.00					WBORSI36T3-40-00	20090303	2009-03-05 09:19:41	shipped				BATTENKILL GARMENT BAG
WBA32444-1		WBA32444	HKbiQQsN	U00424		WBSFSG-C10820-11		1	179.95	179.95					sole: C10820, size: 11	20090304	2009-03-10 15:45:21	partial				GUIDE BOOT STUDDED 11
WBA32445-1		WBA32445	wNmNEksw	U00425		WBSFCWS10-805-60		1	48.95	48.95					WBSFCWS10-805-60	20090307	2009-03-07 00:58:19	pending				3XDRY BIGSKYSHIRT BLUE XXL
WBA32445-2		WBA32445	wNmNEksw	U00425		WBSFCWS10-821-60		1	48.95	48.95					WBSFCWS10-821-60	20090307	2009-03-07 00:58:19	pending				3XDRY BIGSKYSHIRT GREEN XXL
WBA32446-1		WBA32446	jsFcFBMt	U00426		WBSFARE-1000		1	7.95	7.95					WBSFARE-1000	20090309	2009-03-09 06:10:45	pending				RETRACTOR
WBA32447-1		WBA32447	33tTD4L9	U00427		WBSFCRT109-61-40		1	29.95	29.95					WBSFCRT109-61-40	20090310	2009-03-10 07:56:32	pending				RVR TRUNK OLV L
WBA32447-2		WBA32447	33tTD4L9	U00427		WBSFCRT109-44-40		1	29.95	29.95					WBSFCRT109-44-40	20090310	2009-03-10 07:56:32	pending				RVR TRUNK STN L
WBA32448-1		WBA32448	Lhcd9dPa	U00428		WBSFHST109-64-XX		1	24.95	24.95					WBSFHST109-64-XX	20090310	2009-03-10 15:22:48	partial				STRIPED CAP COAL
WBA32448-2		WBA32448	Lhcd9dPa	U00428		WBSFHST109-43-XX		1	24.95	24.95					WBSFHST109-43-XX	20090310	2009-03-10 15:22:48	partial				STRIPED CAP STRLNG
WBA32449-1		WBA32449	anLIm9wN	U00429		WBSFWHS109-02-48		1	299.95	299.95					WBSFWHS109-02-48	20090311	2009-03-11 08:01:41	pending				HDWTRS STFT LL
WBA32450-1		WBA32450	hGg6GhLE	U00430		WBSFHPM109-11-XX		1	17.95	17.95					WBSFHPM109-11-XX	20090311	2009-03-11 12:53:52	pending				PTEC BEANIE
WBA32450-2		WBA32450	hGg6GhLE	U00430		WBSFCPS109-03-30		1	39.95	39.95					WBSFCPS109-03-30	20090311	2009-03-11 12:53:52	pending				TROUT POLO LDN M
WBA32451-1		WBA32451	iBxLK4P2	U00431		WBSFHFT108-11-30		1	19.95	19.95					WBSFHFT108-11-30	20090316	2009-03-16 08:25:35	pending				FS HALF FINGER GLV M
WBA32452-1		WBA32452	HgbgoWS3	U00432		WBSFSG4109-00-12		1	219.95	219.95					WBSFSG4109-00-12	20090317	2009-03-31 13:15:15	shipped				G4 GUIDE BOOT 12
WBA32452-2		WBA32452	HgbgoWS3	U00432		WBSFARC-50000		1	14.95	14.95					WBSFARC-50000	20090317	2009-03-31 13:15:15	pending				HARD BITE BOOTSTUDS
WBA32453-1		WBA32453	JhD3ZwC6	U00433		WBSFWGP10-843-36		1	399.95	399.95					WBSFWGP10-843-36	20090317	2009-03-17 21:30:36	pending				G3 GUIDE STOCKINGFOOT MS
WBA32454-1		WBA32454	JhD3ZwC6	U00434		WBSFWGP10-843-36		1	399.95	399.95					WBSFWGP10-843-36	20090317	2009-03-18 12:45:35	partial				G3 GUIDE STOCKINGFOOT MS
WBA32455-1		WBA32455	nobGvHkz	U00435		WBSFPDC10-84300		1	69.95	69.95					WBSFPDC10-84300	20090319	2009-03-23 12:23:30	partial				DRY CREEK CHEST PACK STERLING
WBA32456-1		WBA32456	ywg37L8C	U00436		WBSFFS07D		1	59.95	59.95					size: 15	20090320	2009-03-23 11:24:35	partial				2007 FREESTONE BOOT DISCONTINUED
WBA32457-1		WBA32457	xBYLnjsc	U00437		WBSFST-B10900-09		1	179.95	179.95					sole: B10900, size: 09	20090322	2009-03-23 12:09:49	partial				RIVERSHED BOOT VIBRAM 09
WBA32458-1		WBA32458	wPcy2AXS	U00438		WBSFSN-B10900-12		1	129.95	129.95					WBSFSN-B10900-12	20090322	2009-03-23 12:36:28	partial				FREESTONE BOOT VIBRAM 12
WBA32458-2		WBA32458	wPcy2AXS	U00438		WBSFCDY309-30-60		1	24.95	24.95					WBSFCDY309-30-60	20090322	2009-03-31 14:38:08	backorder				DEYOUNG BRWN TRT SS T WHT XXL
WBA32458-3		WBA32458	wPcy2AXS	U00438		WBSFOWH108-64-60		1	219.95	219.95					WBSFOWH108-64-60	20090322	2009-03-31 14:38:08	backorder				WS SFTSH HDY JKT COAL XXL
WBA32458-4		WBA32458	wPcy2AXS	U00438		WBSFHFM10564-40		1	39.95	39.95					WBSFHFM10564-40	20090322	2009-03-31 14:38:08	backorder				WIND STOPPER MITT COAL/BLACK L
WBA32458-5		WBA32458	wPcy2AXS	U00438		WBSFHTR108-8300		1	14.95	14.95					WBSFHTR108-8300	20090322	2009-03-31 14:38:08	backorder				TRUCKER CAP DRIFTWOOD
WBA32459-1		WBA32459	dNfPNZhX	U00439		WBSFCPF10-829-30		1	31.50	31.50					WBSFCPF10-829-30	20090322	2009-03-23 10:46:47	partial				3XDRY SOLARFLEX SHIRT LT BLUE M
WBA32460-1		WBA32460	zMChUITy	U00440		WBSFWGR10-805-36		1	239.95	239.95					WBSFWGR10-805-36	20090322	2009-03-23 11:38:54	partial				RIVERSHED STOCKINGFOOT MS
WBA32461-1		WBA32461	8qc3i3S3	U00441		WBSFHKC108-0300		1	19.95	19.95					WBSFHKC108-0300	20090323	2009-03-24 09:25:29	partial				KRIEGER CRUSHER LODEN
WBA32461-2		WBA32461	8qc3i3S3	U00441		WBSFCSH10-807-60		1	34.95	34.95					color: 807, size: 60	20090323	2009-03-24 09:25:29	partial				3XDRY SUPERLIGHT SHORT LT KHAKI XXL
WBA32462-1		WBA32462	5p75J3Jb	U00442		WBORSI9H-2L		1	29.99	29.99					WBORSI9H-2L	20090323	2009-03-23 08:00:30	pending				SPORTING LODGE CUISINE
WBA32463-1		WBA32463	5p75J3Jb	U00443		WBORSI96Y1-40-00		1	49.00	49.00					WBORSI96Y1-40-00	20090323	2009-03-23 08:02:36	pending				SAFE PASSAGE SLING PACK
WBA32464-1		WBA32464	5p75J3Jb	U00444		WBORSI96Y1-40-00		1	49.00	49.00					WBORSI96Y1-40-00	20090323	2009-03-23 08:47:43	pending				SAFE PASSAGE SLING PACK
WBA32465-1		WBA32465	zkB3B3EM	U00445		WBSFCLT10-805-60		1	27.95	27.95					WBSFCLT10-805-60	20090323	2009-03-24 09:37:24	partial				TOURNAMENTSHIRT BLUE XXL
WBA32465-2		WBA32465	zkB3B3EM	U00445		WBSFCKS10-794-60		1	34.95	34.95					WBSFCKS10-794-60	20090323	2009-03-24 09:37:24	partial				3XDRY GUIDESHIRTSALMON XXL
WBA32465-3		WBA32465	zkB3B3EM	U00445		WBSFCSW10-829-60		1	34.95	34.95					WBSFCSW10-829-60	20090323	2009-03-24 09:37:24	partial				3XDRY TARPON POLO LT BLUE XXL
WBA32465-4		WBA32465	zkB3B3EM	U00445		WBSFCZP10-805-50		1	41.95	41.95					WBSFCZP10-805-50	20090323	2009-03-24 09:37:24	partial				3XDRY GUIDE ZO PANT BLUE XL
WBA32466-1		WBA32466	KFjiF6ei	U00446		WBSFPHC109-64-00		1	69.95	69.95					WBSFPHC109-64-00	20090326	2009-03-31 07:52:23	partial				HDWTRS CHEST PK
WBA32467-1		WBA32467	fLCHJ65k	U00447		WBSFLDD1066430		1	169.95	169.95					WBSFLDD1066430	20090327	2009-03-31 07:57:55	backorder				DRY CREEK DUFFEL COAL M
WBA32468-1		WBA32468	wmUdCgTc	U00448		WBSFST-B10900-10		1	179.95	179.95					sole: B10900, size: 10	20090327	2009-03-31 16:28:29	partial				RIVERSHED BOOT VIBRAM 10
WBA32469-1		WBA32469	cdF2EqEL	U00449		WBSFARC-50000		1	14.95	14.95					WBSFARC-50000	20090330	2009-03-31 13:11:50	partial				HARD BITE BOOTSTUDS
WBA32470-1		WBA32470	rwB4Xyit	U00450		WBSFCLT109-05-40		1	39.95	39.95					WBSFCLT109-05-40	20090401	2009-04-01 05:05:24	pending				TOURNY SHIRT BLU L
WBA32471-1		WBA32471	rSsnI653	U00451		WBSFCDY409-30-50		1	24.95	24.95					WBSFCDY409-30-50	20090402	2009-06-08 09:13:56	shipped				DEYOUNG 4 IN 1 SS T  WHT XL
WBA32471-2		WBA32471	rSsnI653	U00451		WBSFCDY609-30-20		1	24.95	24.95					WBSFCDY609-30-20	20090402	2009-06-08 09:13:56	shipped				DEYOUNG BROOKIE SS T  WHT S
WBA32472-1		WBA32472	s6iVz2Ps	U00452		WBSFCTT10-705-50		1	27.95	27.95					WBSFCTT10-705-50	20090403	2009-04-03 11:52:12	partial				3XDRY TATTERSALLSHIRT BLUE XL
WBA32473-1		WBA32473	PX9q36aP	U00453		WBSFCGWD-S		1	199.95	199.95					WBSFCGWD-S	20090403	2009-04-03 23:49:11	pending				Classic Guide Waders S
WBA32474-1		WBA32474	tptWSWUS	U00454		WBSFHIP109-31-40		1	19.95	19.95					WBSFHIP109-31-40	20090404	2009-04-13 15:45:53	partial				BOOT/LINER SOCK COMBO L
WBA32474-2		WBA32474	tptWSWUS	U00454		WBSFHIP109-31-30		2	19.95	39.90					WBSFHIP109-31-30	20090404	2009-04-13 15:45:53	partial				BOOT/LINER SOCK COMBO M
WBA32475-1		WBA32475	kAw3rG6S	U00455		WBSFCDY209-30-20		1	24.95	24.95					WBSFCDY209-30-20	20090405	2009-04-14 07:47:17	partial				DEYOUNG RNBW SIMMS SS T WHT S
WBA32475-2		WBA32475	kAw3rG6S	U00455		WBSFCSD10-830-20		1	29.95	29.95					WBSFCSD10-830-20	20090405	2009-06-08 10:30:21	backorder				SNOOK T-SHIRT LS WHITES
WBA32476-1		WBA32476	8KTjIJoI	U00456		WBWRASC-380-4		1	195.00	195.00					WBWRASC-380-4	20090406	2009-04-14 12:11:46	partial				ASCENT 3WT 8FT 4PC
