code	sku	manf_sku	item_number	description	size	attribute	image	season	release	price	wholesale	sale_price	weight	inactive	upc	quantity
WBSFSG4109-00-13	WBSFSG4109	SG41090013	1599	G4 GUIDE BOOT 13	13			S10		219.95	131.97	0.00	3		694264058664	1
WBSFSG4109-00-14	WBSFSG4109	SG41090014	1600	G4 GUIDE BOOT 14	14			S10		219.95	131.97	0.00	3		694264058671	0
WBSFSG-B10900-07	WBSFSG	SGB1090007	1601	GUIDE BOOT VIBRAM 07	7			S10		199.95	119.97	0.00	3		694264058688	2
WBSFSG-B10900-08	WBSFSG	SGB1090008	1602	GUIDE BOOT VIBRAM 08	8			S10		199.95	119.97	0.00	3		694264058695	0
WBSFSG-B10900-09	WBSFSG	SGB1090009	1603	GUIDE BOOT VIBRAM 09	9			S10		199.95	119.97	0.00	3		694264058701	0
WBSFSG-B10900-10	WBSFSG	SGB1090010	1604	GUIDE BOOT VIBRAM 10	10			S10		199.95	119.97	0.00	3		694264058718	3
WBSFSG-B10900-11	WBSFSG	SGB1090011	1605	GUIDE BOOT VIBRAM 11	11			S10		199.95	119.97	0.00	3		694264058725	7
WBSFSG-B10900-12	WBSFSG	SGB1090012	1606	GUIDE BOOT VIBRAM 12	12			S10		199.95	119.97	0.00	3		694264058732	14
WBSFSG-B10900-13	WBSFSG	SGB1090013	1607	GUIDE BOOT VIBRAM 13	13			S10		199.95	119.97	0.00	3		694264058749	6
WBSFSG-B10900-14	WBSFSG	SGB1090014	1608	GUIDE BOOT VIBRAM 14	14			S10		199.95	119.97	0.00	3		694264058756	0
WBSFSS-B10900-07	WBSFSS	SHB1090007	1609	HDWTRS BOOT VIBRAM 07	7			S10		149.95	89.97	0.00	3		694264058787	0
WBSFSS-B10900-08	WBSFSS	SHB1090008	1610	HDWTRS BOOT VIBRAM 08	8			S10		149.95	89.97	0.00	3		694264058794	0
WBSFSS-B10900-09	WBSFSS	SHB1090009	1611	HDWTRS BOOT VIBRAM 09	9			S10		149.95	89.97	0.00	3		694264058800	0
WBSFSS-B10900-10	WBSFSS	SHB1090010	1612	HDWTRS BOOT VIBRAM 10	10			S10		149.95	89.97	0.00	3		694264058817	0
WBSFSS-B10900-11	WBSFSS	SHB1090011	1613	HDWTRS BOOT VIBRAM 11	11			S10		149.95	89.97	0.00	3		694264058824	1
WBSFSS-B10900-12	WBSFSS	SHB1090012	1614	HDWTRS BOOT VIBRAM 12	12			S10		149.95	89.97	0.00	3		694264058831	1
WBSFSS-B10900-13	WBSFSS	SHB1090013	1615	HDWTRS BOOT VIBRAM 13	13			S10		149.95	89.97	0.00	3		694264058848	1
WBSFSS-B10900-14	WBSFSS	SHB1090014	1616	HDWTRS BOOT VIBRAM 14	14			S10		149.95	89.97	0.00	3		694264058855	1
WBSFST-B10900-07	WBSFST	SRB1090007	1617	RVSHD BOOT VIBRAM 07	7			S10		179.95	107.97	0.00	6		694264058862	0
WBSFST-B10900-08	WBSFST	SRB1090008	1618	RVSHD BOOT VIBRAM 08	8			S10		179.95	107.97	0.00	6		694264058879	0
WBSFST-B10900-09	WBSFST	SRB1090009	1619	RVSHD BOOT VIBRAM 09	9			S10		179.95	107.97	0.00	6		694264058886	2
WBSFST-B10900-10	WBSFST	SRB1090010	1620	RVSHD BOOT VIBRAM 10	10			S10		179.95	107.97	0.00	6		694264058893	1
WBSFST-B10900-11	WBSFST	SRB1090011	1621	RVSHD BOOT VIBRAM 11	11			S10		179.95	107.97	0.00	6		694264058909	0
WBSFST-B10900-12	WBSFST	SRB1090012	1622	RVSHD BOOT VIBRAM 12	12			S10		179.95	107.97	0.00	6		694264058916	8
WBSFST-B10900-13	WBSFST	SRB1090013	1623	RVSHD BOOT VIBRAM 13	13			S10		179.95	107.97	0.00	6		694264058923	0
WBSFST-B10900-14	WBSFST	SRB1090014	1624	RVSHD BOOT VIBRAM 14	14			S10		179.95	107.97	0.00	6		694264058930	0
WBSFSRS109-00-05	WBSFSRS109	SRS1090005	1625	PURSUIT SANDL 05	5		simms_pursuit_wading_sandle.jpg	S10		99.95	59.97	79.95	3		694264058947	0
WBSFSRS109-00-06	WBSFSRS109	SRS1090006	1626	PURSUIT SANDL 06	6		simms_pursuit_wading_sandle.jpg	S10		99.95	59.97	79.95	3		694264058954	0
WBSFSRS109-00-07	WBSFSRS109	SRS1090007	1627	PURSUIT SANDL 07	7		simms_pursuit_wading_sandle.jpg	S10		99.95	59.97	79.95	3		694264058961	0
WBSFSRS109-00-08	WBSFSRS109	SRS1090008	1628	PURSUIT SANDL 08	8		simms_pursuit_wading_sandle.jpg	S10		99.95	59.97	79.95	3		694264058978	0
WBSFSRS109-00-09	WBSFSRS109	SRS1090009	1629	PURSUIT SANDL 09	9		simms_pursuit_wading_sandle.jpg	S10		99.95	59.97	79.95	3		694264058985	0
WBSFSRS109-00-10	WBSFSRS109	SRS1090010	1630	PURSUIT SANDL 10	10		simms_pursuit_wading_sandle.jpg	S10		99.95	59.97	79.95	3		694264058992	0
WBSFSRS109-00-11	WBSFSRS109	SRS1090011	1631	PURSUIT SANDL 11	11		simms_pursuit_wading_sandle.jpg	S10		99.95	59.97	79.95	3		694264059005	0
WBSFSRS109-00-12	WBSFSRS109	SRS1090012	1632	PURSUIT SANDL 12	12		simms_pursuit_wading_sandle.jpg	S10		99.95	59.97	79.95	3		694264059012	1
WBSFSRS109-00-13	WBSFSRS109	SRS1090013	1633	PURSUIT SANDL 13	13		simms_pursuit_wading_sandle.jpg	S10		99.95	59.97	79.95	3		694264059029	2
WBSFSRS109-00-14	WBSFSRS109	SRS1090014	1634	PURSUIT SANDL 14	14		simms_pursuit_wading_sandle.jpg	S10		99.95	59.97	79.95	3		694264059036	0
WBSFSWH109-00-05	WBSFSWH109	SWH1090005	1635	WMS HDWTRS BOOT VIBRAM 05	5			S10		149.95	89.97	0.00	3		694264059043	1
WBSFSWH109-00-06	WBSFSWH109	SWH1090006	1636	WMS HDWTRS BOOT VIBRAM 06	6			S10		149.95	89.97	0.00	3		694264059050	0
WBSFSWH109-00-07	WBSFSWH109	SWH1090007	1637	WMS HDWTRS BOOT VIBRAM 07	7			S10		149.95	89.97	0.00	3		694264059067	1
WBSFSWH109-00-08	WBSFSWH109	SWH1090008	1638	WMS HDWTRS BOOT VIBRAM 08	8			S10		149.95	89.97	0.00	3		694264059074	0
WBSFSWH109-00-09	WBSFSWH109	SWH1090009	1639	WMS HDWTRS BOOT VIBRAM 09	9			S10		149.95	89.97	0.00	3		694264059081	2
WBSFSWH109-00-10	WBSFSWH109	SWH1090010	1640	WMS HDWTRS BOOT VIBRAM 10	10			S10		149.95	89.97	0.00	3		694264059098	0
WBSFSWH109-00-11	WBSFSWH109	SWH1090011	1641	WMS HDWTRS BOOT VIBRAM 11	11			S10		149.95	89.97	0.00	3		694264059104	0
WBSFSWH109-00-12	WBSFSWH109	SWH1090012	1642	WMS HDWTRS BOOT VIBRAM 12	12			S10		149.95	89.97	0.00	3		694264059111	1
WBSFCCS109-05-20	WBSFCCS109	CCS1090520	1643	STR CHK SHIRT SS BLU S	S	BLUE	simms_striper_check_shirt_blue.jpg	S10		69.95	38.47	45.47	3		694264049648	0
WBSFCCS109-05-30	WBSFCCS109	CCS1090530	1644	STR CHK SHIRT SS BLU M	M	BLUE	simms_striper_check_shirt_blue.jpg	S10		69.95	38.47	45.47	3		694264049655	1
WBSFCCS109-05-40	WBSFCCS109	CCS1090540	1645	STR CHK SHIRT SS BLU L	L	BLUE	simms_striper_check_shirt_blue.jpg	S10		69.95	38.47	45.47	3		694264049662	0
WBSFCCS109-05-50	WBSFCCS109	CCS1090550	1646	STR CHK SHIRT SS BLU XL	XL	BLUE	simms_striper_check_shirt_blue.jpg	S10		69.95	38.47	45.47	3		694264049679	0
WBSFCCS109-05-60	WBSFCCS109	CCS1090560	1647	STR CHK SHIRT SS BLU XXL	XXL	BLUE	simms_striper_check_shirt_blue.jpg	S10		69.95	38.47	45.47	3		694264049686	0
WBDM-FFFTTICKET417-C			0										2			0
WBSFCCS109-44-20	WBSFCCS109	CCS1094420	1653	STR CHK SHIRT SS KHA S	S	KHAKI	simms_striper_check_shirt_khaki.jpg	S10		69.95	38.47	45.47	3		694264049761	0
WBSFCCS109-44-30	WBSFCCS109	CCS1094430	1654	STR CHK SHIRT SS KHA M	M	KHAKI	simms_striper_check_shirt_khaki.jpg	S10		69.95	38.47	45.47	3		694264049778	1
WBSFCCS109-44-40	WBSFCCS109	CCS1094440	1655	STR CHK SHIRT SS KHA L	L	KHAKI	simms_striper_check_shirt_khaki.jpg	S10		69.95	38.47	45.47	3		694264049785	1
WBSFCCS109-44-50	WBSFCCS109	CCS1094450	1656	STR CHK SHIRT SS KHA XL	XL	KHAKI	simms_striper_check_shirt_khaki.jpg	S10		69.95	38.47	45.47	3		694264049792	1
WBSFCCS109-44-60	WBSFCCS109	CCS1094460	1657	STR CHK SHIRT SS KHA XXL	XXL	KHAKI	simms_striper_check_shirt_khaki.jpg	S10		69.95	38.47	45.47	3		694264049808	0
WBSFCCS109-80-20	WBSFCCS109	CCS1098020	1658	STR CHK SHIRT SS ORG S	S	ORG	simms_striper_check_shirt_orange.jpg	S10		69.95	38.47	45.47	3		694264049839	0
WBSFCCS109-80-30	WBSFCCS109	CCS1098030	1659	STR CHK SHIRT SS ORG M	M	ORG	simms_striper_check_shirt_orange.jpg	S10		69.95	38.47	45.47	3		694264049846	1
WBSFCCS109-80-40	WBSFCCS109	CCS1098040	1660	STR CHK SHIRT SS ORG L	L	ORG	simms_striper_check_shirt_orange.jpg	S10		69.95	38.47	45.47	3		694264049853	1
WBSFCCS109-80-50	WBSFCCS109	CCS1098050	1661	STR CHK SHIRT SS ORG XL	XL	ORG	simms_striper_check_shirt_orange.jpg	S10		69.95	38.47	45.47	3		694264049860	1
WBSFCCS109-80-60	WBSFCCS109	CCS1098060	1662	STR CHK SHIRT SS ORG XXL	XXL	ORG	simms_striper_check_shirt_orange.jpg	S10		69.95	38.47	45.47	3		694264049877	1
WBSFCDY109-30-20	WBSFCDY	CDY1093020	1663	DEYOUNG BRN PHS SS T WHT S	S	WHT		S10		24.95	13.72	0.00	3		694264069578	0
WBSFCDY109-30-30	WBSFCDY	CDY1093030	1664	DEYOUNG BRN PHS SS T WHT M	M	WHT		S10		24.95	13.72	0.00	3		694264069585	0
WBSFCDY109-30-40	WBSFCDY	CDY1093040	1665	DEYOUNG BRN PHS SS T WHT L	L	WHT		S10		24.95	13.72	0.00	3		694264069592	0
WBSFCDY109-30-50	WBSFCDY	CDY1093050	1666	DEYOUNG BRN PHS SS T WHT XL	XL	WHT		S10		24.95	13.72	0.00	3		694264069608	1
WBSFCDY109-30-60	WBSFCDY	CDY1093060	1667	DEYOUNG BRN PHS SS T WHT XXL	XXL	WHT		S10		24.95	13.72	0.00	3		694264069615	0
WBSFCDY209-30-20	WBSFCDY	CDY2093020	1683	DEYOUNG RNBW SIMMS SS T WHT S	S	WHT		S10		24.95	13.72	0.00	3		694264069776	0
WBSFCDY209-30-30	WBSFCDY	CDY2093030	1684	DEYOUNG RNBW SIMMS SS T WHT M	M	WHT		S10		24.95	13.72	0.00	3		694264069783	0
WBSFCDY209-30-40	WBSFCDY	CDY2093040	1685	DEYOUNG RNBW SIMMS SS T WHT L	L	WHT		S10		24.95	13.72	0.00	3		694264069790	0
WBSFCDY209-30-50	WBSFCDY	CDY2093050	1686	DEYOUNG RNBW SIMMS SS T WHT XL	XL	WHT		S10		24.95	13.72	0.00	3		694264069806	0
WBSFCDY209-30-60	WBSFCDY	CDY2093060	1687	DEYOUNG RNBW SIMMS SS T WHT XXL	XXL	WHT		S10		24.95	13.72	0.00	3		694264069813	1
WBSFCDY309-30-20	WBSFCDY	CDY3093020	1673	DEYOUNG BRN SIMMS SS T WHT S	S	WHT		S10		24.95	13.72	0.00	3		694264069677	0
WBSFCDY309-30-30	WBSFCDY	CDY3093030	1674	DEYOUNG BRN SIMMS SS T WHT M	M	WHT		S10		24.95	13.72	0.00	3		694264069684	0
WBSFCDY309-30-40	WBSFCDY	CDY3093040	1675	DEYOUNG BRN SIMMS SS T WHT L	L	WHT		S10		24.95	13.72	0.00	3		694264069691	0
WBSFCDY309-30-50	WBSFCDY	CDY3093050	1676	DEYOUNG BRN SIMMS SS T WHT XL	XL	WHT		S10		24.95	13.72	0.00	3		694264069707	0
WBSFCDY309-30-60	WBSFCDY	CDY3093060	1677	DEYOUNG BRN SIMMS SS T WHT XXL	XXL	WHT		S10		24.95	13.72	0.00	3		694264069714	1
WBSFCDY409-30-20	WBSFCDY	CDY4093020	1678	DEYOUNG 4 IN 1 SS T WHT S	S	WHT		S10		24.95	13.72	0.00	3		694264069721	0
WBSFCDY409-30-30	WBSFCDY	CDY4093030	1679	DEYOUNG 4 IN 1 SS T WHT M	M	WHT		S10		24.95	13.72	0.00	3		694264069738	0
WBSFCDY409-30-40	WBSFCDY	CDY4093040	1680	DEYOUNG 4 IN 1 SS T WHT L	L	WHT		S10		24.95	13.72	0.00	3		694264069745	0
WBSFCDY409-30-50	WBSFCDY	CDY4093050	1681	DEYOUNG 4 IN 1 SS T WHT XL	XL	WHT		S10		24.95	13.72	0.00	3		694264069752	0
WBSFCDY409-30-60	WBSFCDY	CDY4093060	1682	DEYOUNG 4 IN 1 SS T WHT XXL	XXL	WHT		S10		24.95	13.72	0.00	3		694264069769	0
WBSFCDY509-30-20	WBSFCDY	CDY5093020	1668	DEYOUNG RNBW SS T WHT S						24.95	14.97	0.00	3		694264000000	0
WBSFCDY509-30-30	WBSFCDY	CDY5093030	1669	DEYOUNG RNBW SS T WHT M						24.95	14.97	0.00	3		694264000000	0
WBSFCDY509-30-40	WBSFCDY	CDY5093040	1670	DEYOUNG RNBW SS T WHT L						24.95	14.97	0.00	3		694264000000	0
WBSFCDY509-30-50	WBSFCDY	CDY5093050	1671	DEYOUNG RNBW SS T  WHT XL						24.95	14.97	0.00	3		694264000000	0
WBSFCDY509-30-60	WBSFCDY	CDY5093060	1672	DEYOUNG RNBW SS T  WHT XXL						24.95	14.97	0.00	3		694264000000	0
WBSFCDY609-30-20	WBSFCDY	CDY6093020	1688	DEYOUNG BROOKIE SS T  WHT S	S	WHT		S10		24.95	13.72	0.00	3		694264069820	0
WBSFCDY609-30-30	WBSFCDY	CDY6093030	1689	DEYOUNG BROOKIE SS T  WHT M	M	WHT		S10		24.95	13.72	0.00	3		694264069837	0
WBSFCDY609-30-40	WBSFCDY	CDY6093040	1690	DEYOUNG BROOKIE SS T  WHT L	L	WHT		S10		24.95	13.72	0.00	3		694264069844	0
WBSFCDY609-30-50	WBSFCDY	CDY6093050	1691	DEYOUNG BROOKIE SS T  WHT XL	XL	WHT		S10		24.95	13.72	0.00	3		694264069851	1
WBSFCDY609-30-60	WBSFCDY	CDY6093060	1692	DEYOUNG BROOKIE SS T  WHT XXL	XXL	WHT		S10		24.95	13.72	0.00	3		694264069868	1
WBSFCEP109-44-20	WBSFCEP109	CEP1094420	0	FLT RK PLAID SHIRT KHA S	S	KHAKI	flat_rock_plaid_shirt_khaki.jpg			79.95	47.97	51.97	3		694264000000	0
WBSFCEP109-44-30	WBSFCEP109	CEP1094430	0	FLT RK PLAID SHIRT KHA M	M	KHAKI	flat_rock_plaid_shirt_khaki.jpg			79.95	47.97	51.97	3		694264000000	1
WBSFCEP109-44-40	WBSFCEP109	CEP1094440	0	FLT RK PLAID SHIRT KHA L	L	KHAKI	flat_rock_plaid_shirt_khaki.jpg			79.95	47.97	51.97	3		694264000000	0
WBSFCEP109-44-50	WBSFCEP109	CEP1094450	0	FLT RK PLAID SHIRT KHA XL	XL	KHAKI	flat_rock_plaid_shirt_khaki.jpg			79.95	47.97	51.97	3		694264000000	1
WBSFCEP109-44-60	WBSFCEP109	CEP1094460	0	FLT RK PLAID SHIRT KHA XXL	XXL	KHAKI	flat_rock_plaid_shirt_khaki.jpg			79.95	47.97	51.97	3		694264000000	0
WBSFCEP109-80-20	WBSFCEP109	CEP1098020	0	FLT RK PLAID SHIRT ORG S	S	ORANGE	simms_flat_rock_shirt.jpg			79.95	47.97	51.97	3		694264000000	0
WBSFCEP109-80-30	WBSFCEP109	CEP1098030	0	FLT RK PLAID SHIRT ORG M	M	ORANGE	simms_flat_rock_shirt.jpg			79.95	47.97	51.97	3		694264000000	0
WBSFCEP109-80-40	WBSFCEP109	CEP1098040	0	FLT RK PLAID SHIRT ORG L	L	ORANGE	simms_flat_rock_shirt.jpg			79.95	47.97	51.97	3		694264000000	0
WBSFCEP109-80-50	WBSFCEP109	CEP1098050	0	FLT RK PLAID SHIRT ORG XL	XL	ORANGE	simms_flat_rock_shirt.jpg			79.95	47.97	51.97	3		694264000000	0
WBSFCEP109-80-60	WBSFCEP109	CEP1098060	0	FLT RK PLAID SHIRT ORG XXL	XXL	ORANGE	simms_flat_rock_shirt.jpg			79.95	47.97	51.97	3		694264000000	0
WBSFCFE109-30-20	WBSFCF	CFE1093020	1703	CURRIER GOLDEN TRT T SS WHT S	S	WHT		S10		24.95	13.72	0.00	3		694264050033	0
WBSFCFE109-30-30	WBSFCF	CFE1093030	1704	CURRIER GOLDEN TRT T SS WHT M	M	WHT		S10		24.95	13.72	0.00	3		694264050040	1
WBSFCFE109-30-40	WBSFCF	CFE1093040	1705	CURRIER GOLDEN TRT T SS WHT L	L	WHT		S10		24.95	13.72	0.00	3		694264050057	1
WBSFCFE109-30-50	WBSFCF	CFE1093050	1706	CURRIER GOLDEN TRT T SS WHT XL	XL	WHT		S10		24.95	13.72	0.00	3		694264050064	0
WBSFCFE109-30-60	WBSFCF	CFE1093060	1707	CURRIER GOLDEN TRT T SS WHT XXL	XXL	WHT		S10		24.95	13.72	0.00	3		694264050071	0
WBSFCFE109-40-20	WBSFCF	CFE1094020	1708	CURRIER WALLEYE T SS WHT S	S	WHT		S10		24.95	13.72	0.00	3		694264050088	0
WBSFCFE109-40-30	WBSFCF	CFE1094030	1709	CURRIER WALLEYE T SS WHT M	M	WHT		S10		24.95	13.72	0.00	3		694264050095	0
WBSFCFE109-40-40	WBSFCF	CFE1094040	1710	CURRIER WALLEYE T SS WHT L	L	WHT		S10		24.95	13.72	0.00	3		694264050101	0
WBSFCFE109-40-50	WBSFCF	CFE1094050	1711	CURRIER WALLEYE T SS WHT XL	XL	WHT		S10		24.95	13.72	0.00	3		694264050118	1
WBSFCFE109-40-60	WBSFCF	CFE1094060	1712	CURRIER WALLEYE T SS WHT XXL	XXL	WHT		S10		24.95	13.72	0.00	3		694264050125	1
WBSFCFF109-30-20	WBSFCF	CFF1093020	1713	CURRIER COMMON CARP T SS WHT S	S	WHT		S10		24.95	13.72	0.00	3		694264050132	0
WBSFCFF109-30-30	WBSFCF	CFF1093030	1714	CURRIER COMMON CARP T SS WHT M	M	WHT		S10		24.95	13.72	0.00	3		694264050149	1
WBSFCFF109-30-40	WBSFCF	CFF1093040	1715	CURRIER COMMON CARP T SS WHT L	L	WHT		S10		24.95	13.72	0.00	3		694264050156	2
WBSFCFF109-30-50	WBSFCF	CFF1093050	1716	CURRIER COMMON CARP T SS WHT XL	XL	WHT		S10		24.95	13.72	0.00	3		694264050163	0
WBSFCFF109-30-60	WBSFCF	CFF1093060	1717	CURRIER COMMON CARP T SS WHT XXL	XXL	WHT		S10		24.95	13.72	0.00	3		694264050170	1
WBSFCGS109-05-20	WBSFCGS109	CGS1090520	1718	GUIDE SHORT BLU S	S	BLUE		S10		49.95	27.47	0.00	3		694264050286	0
WBSFCGS109-05-30	WBSFCGS109	CGS1090530	1719	GUIDE SHORT BLU M	M	BLUE		S10		49.95	27.47	0.00	3		694264050293	0
WBSFCGS109-05-40	WBSFCGS109	CGS1090540	1720	GUIDE SHORT BLU L	L	BLUE		S10		49.95	27.47	0.00	3		694264050309	0
WBSFCGS109-05-50	WBSFCGS109	CGS1090550	1721	GUIDE SHORT BLU XL	XL	BLUE		S10		49.95	27.47	0.00	3		694264050316	2
WBSFCGS109-05-60	WBSFCGS109	CGS1090560	1722	GUIDE SHORT BLU XXL	XXL	BLUE		S10		49.95	27.47	0.00	3		694264050323	1
WBSFCGS109-44-20	WBSFCGS109	CGS1094420	1723	GUIDE SHORT KHA S	S	KHAKI		S10		49.95	27.47	0.00	3		694264050330	0
WBSFCGS109-44-30	WBSFCGS109	CGS1094430	1724	GUIDE SHORT KHA M	M	KHAKI		S10		49.95	27.47	0.00	3		694264050347	0
WBSFCGS109-44-40	WBSFCGS109	CGS1094440	1725	GUIDE SHORT KHA L	L	KHAKI		S10		49.95	27.47	0.00	3		694264050354	0
WBSFCGS109-44-50	WBSFCGS109	CGS1094450	1726	GUIDE SHORT KHA XL	XL	KHAKI		S10		49.95	27.47	0.00	3		694264050361	2
WBSFCGS109-44-60	WBSFCGS109	CGS1094460	1727	GUIDE SHORT KHA XXL	XXL	KHAKI		S10		49.95	27.47	0.00	3		694264050378	0
WBSFCHD109-13-20	WBSFCHD109	CHD1091320	0	SFLEX HDY LT GRN S	S	LT GRN	simms_solarflex_hoody_lt_green.jpg	S10		59.95	32.97	38.97	3		694264050392	0
WBSFCHD109-13-30	WBSFCHD109	CHD1091330	0	SFLEX HDY LT GRN M	M	LT GRN	simms_solarflex_hoody_lt_green.jpg	S10		59.95	32.97	38.97	3		694264050408	0
WBSFCHD109-13-40	WBSFCHD109	CHD1091340	0	SFLEX HDY LT GRN L	L	LT GRN	simms_solarflex_hoody_lt_green.jpg	S10		59.95	32.97	38.97	3		694264050415	0
WBSFCHD109-13-50	WBSFCHD109	CHD1091350	0	SFLEX HDY LT GRN XL	XL	LT GRN	simms_solarflex_hoody_lt_green.jpg	S10		59.95	32.97	38.97	3		694264050422	0
WBSFCHD109-13-60	WBSFCHD109	CHD1091360	0	SFLEX HDY LT GRN XXL	XXL	LT GRN	simms_solarflex_hoody_lt_green.jpg	S10		59.95	32.97	38.97	3		694264050439	1
WBSFCHD109-29-20	WBSFCHD109	CHD1092920	0	SFLEX HDY LT BLU S	S	LT BLU	simms_solarflex_hoody_lt_blue.jpg	S10		59.95	32.97	38.97	3		694264050446	0
WBSFCHD109-29-30	WBSFCHD109	CHD1092930	0	SFLEX HDY LT BLU M	M	LT BLU	simms_solarflex_hoody_lt_blue.jpg	S10		59.95	32.97	38.97	3		694264050453	0
WBSFCHD109-29-40	WBSFCHD109	CHD1092940	0	SFLEX HDY LT BLU L	L	LT BLU	simms_solarflex_hoody_lt_blue.jpg	S10		59.95	32.97	38.97	3		694264050460	0
WBSFCHD109-29-50	WBSFCHD109	CHD1092950	0	SFLEX HDY LT BLU XL	XL	LT BLU	simms_solarflex_hoody_lt_blue.jpg	S10		59.95	32.97	38.97	3		694264050477	0
WBSFCHD109-29-60	WBSFCHD109	CHD1092960	0	SFLEX HDY LT BLU XXL	XXL	LT BLU	simms_solarflex_hoody_lt_blue.jpg	S10		59.95	32.97	38.97	3		694264050484	1
WBSFCHD109-54-20	WBSFCHD109	CHD1095420	1738	SFLEX HDY WHT S	S	WHT	simms_solarflex_hoody_white.jpg	S10		59.95	32.97	38.97	3		694264050491	0
WBSFCHD109-54-30	WBSFCHD109	CHD1095430	1739	SFLEX HDY WHT M	M	WHT	simms_solarflex_hoody_white.jpg	S10		59.95	32.97	38.97	3		694264050507	0
WBSFCHD109-54-40	WBSFCHD109	CHD1095440	1740	SFLEX HDY WHT L	L	WHT	simms_solarflex_hoody_white.jpg	S10		59.95	32.97	38.97	3		694264050514	0
WBSFCHD109-54-50	WBSFCHD109	CHD1095450	1741	SFLEX HDY WHT XL	XL	WHT	simms_solarflex_hoody_white.jpg	S10		59.95	32.97	38.97	3		694264050521	0
WBSFCHD109-54-60	WBSFCHD109	CHD1095460	1742	SFLEX HDY WHT XXL	XXL	WHT	simms_solarflex_hoody_white.jpg	S10		59.95	32.97	38.97	3		694264050538	0
WBSFCKS109-13-20	WBSFCKS110	CKS1091320	1743	GUIDE SHIRT LT GRN S	S	GRN	simms_guide_shirt_lt_green.jpg	S10		59.95	32.97	38.97	3		694264050583	0
WBSFCKS109-13-30	WBSFCKS110	CKS1091330	1744	GUIDE SHIRT LT GRN M	M	GRN	simms_guide_shirt_lt_green.jpg	S10		59.95	32.97	38.97	3		694264050590	1
WBSFCKS109-13-40	WBSFCKS110	CKS1091340	1745	GUIDE SHIRT LT GRN L	L	GRN	simms_guide_shirt_lt_green.jpg	S10		59.95	32.97	38.97	3		694264050606	1
WBSFCKS109-13-48	WBSFCKS110	CKS1091348	1746	GUIDE SHIRT LT GRN LT	LT	GRN	simms_guide_shirt_lt_green.jpg	S10		59.95	32.97	38.97	3		694264060810	0
WBSFCKS109-13-50	WBSFCKS110	CKS1091350	1747	GUIDE SHIRT LT GRN XL	XL	GRN	simms_guide_shirt_lt_green.jpg	S10		59.95	32.97	38.97	3		694264050613	1
WBSFCKS109-13-58	WBSFCKS110	CKS1091358	1748	GUIDE SHIRT LT GRN XLT	XLT	GRN	simms_guide_shirt_lt_green.jpg	S10		59.95	32.97	38.97	3		694264060827	0
WBSFCKS109-13-60	WBSFCKS110	CKS1091360	1749	GUIDE SHIRT LT GRN XXL	XXL	GRN	simms_guide_shirt_lt_green.jpg	S10		59.95	32.97	38.97	3		694264050620	0
WBSFCKS109-13-68	WBSFCKS110	CKS1091368	1750	GUIDE SHIRT LT GRN XXLT	XXLT	GRN	simms_guide_shirt_lt_green.jpg	S10		59.95	32.97	38.97	3		694264060834	0
WBSFCKS109-13-70	WBSFCKS110	CKS1091370	1751	GUIDE SHIRT LT GRN 3XL	3XL	GRN	simms_guide_shirt_lt_green.jpg	S10		59.95	32.97	38.97	3		694264060841	0
WBSFCKS109-44-20	WBSFCKS110	CKS1094420	1752	GUIDE SHIRT KHA S	S	KHAKI	simms_guide_shirt_khaki.jpg	S10		59.95	32.97	38.97	3		694264050637	0
WBSFCKS109-44-30	WBSFCKS110	CKS1094430	1753	GUIDE SHIRT KHA M	M	KHAKI	simms_guide_shirt_khaki.jpg	S10		59.95	32.97	38.97	3		694264050644	0
WBSFCKS109-44-40	WBSFCKS110	CKS1094440	1754	GUIDE SHIRT KHA L	L	KHAKI	simms_guide_shirt_khaki.jpg	S10		59.95	32.97	38.97	3		694264050651	0
WBSFCKS109-44-48	WBSFCKS110	CKS1094448	1755	GUIDE SHIRT KHA LT	LT	KHAKI	simms_guide_shirt_khaki.jpg	S10		59.95	32.97	38.97	3		694264060858	0
WBSFCKS109-44-50	WBSFCKS110	CKS1094450	1756	GUIDE SHIRT KHA XL	XL	KHAKI	simms_guide_shirt_khaki.jpg	S10		59.95	32.97	38.97	3		694264050668	0
WBSFCKS109-44-58	WBSFCKS110	CKS1094458	1757	GUIDE SHIRT KHA XLT	XLT	KHAKI	simms_guide_shirt_khaki.jpg	S10		59.95	32.97	38.97	3		694264060865	0
WBSFCKS109-44-60	WBSFCKS110	CKS1094460	1758	GUIDE SHIRT KHA XXL	XXL	KHAKI	simms_guide_shirt_khaki.jpg	S10		59.95	32.97	38.97	3		694264050675	1
WBSFCKS109-44-68	WBSFCKS110	CKS1094468	1759	GUIDE SHIRT KHA XXLT	XXLT	KHAKI	simms_guide_shirt_khaki.jpg	S10		59.95	32.97	38.97	3		694264060872	0
WBSFCKS109-44-70	WBSFCKS110	CKS1094470	1760	GUIDE SHIRT KHA 3XL	3XL	KHAKI	simms_guide_shirt_khaki.jpg	S10		59.95	32.97	38.97	3		694264050682	0
WBSFCKS109-78-20	WBSFCKS110	CKS1097820	1761	GUIDE SHIRT BLU S	S	BLUE	simms_guide_shirt_blue.jpg	S10		59.95	32.97	38.97	3		694264050705	0
WBSFCKS109-78-30	WBSFCKS110	CKS1097830	1762	GUIDE SHIRT BLU M	M	BLUE	simms_guide_shirt_blue.jpg	S10		59.95	32.97	38.97	3		694264050712	0
