code	sku	manf_sku	item_number	description	size	attribute	image	season	release	price	wholesale	sale_price	weight	inactive	upc	quantity
WBSFWWG10-805-66	WBSFWWG10	WWG1080566	0	WOMEN'S GORE-TEX STOCKINGFOOT XXLS	XXLS					379.95	208.97	265.95	6		694264048283	0
WBSFWWG10-805-62	WBSFWWG10	WWG1080562	0	WOMEN'S GORE-TEX STOCKINGFOOT XXLF	XXLF					329.95	181.47	265.95	6		694264045336	0
WBSFWWG10-805-60	WBSFWWG10	WWG1080560	0	WOMEN'S GORE-TEX STOCKINGFOOT XXL	XXL					329.95	181.47	265.95	6		694264045329	1
WBSFWWG10-805-59	WBSFWWG10	WWG1080559	0	WOMEN'S GORE-TEX STOCKINGFOOT XLT	XLT					379.95	208.97	265.95	6		694264048276	0
WBSFWWG10-805-56	WBSFWWG10	WWG1080556	0	WOMEN'S GORE-TEX STOCKINGFOOT XLS	XLS					329.95	181.47	265.95	6		694264045312	0
WBSFWWG10-805-52	WBSFWWG10	WWG1080552	0	WOMEN'S GORE-TEX STOCKINGFOOT XLF	XLF					329.95	181.47	265.95	6		694264045305	0
WBSFWWG10-805-50	WBSFWWG10	WWG1080550	0	WOMEN'S GORE-TEX STOCKINGFOOT XL	XL					329.95	181.47	265.95	6		694264045299	0
WBSFWWG10-805-49	WBSFWWG10	WWG1080549	0	WOMEN'S GORE-TEX STOCKINGFOOT LT	LT					379.95	208.97	265.95	6		694264048269	0
WBSFWWG10-805-46	WBSFWWG10	WWG1080546	0	WOMEN'S GORE-TEX STOCKINGFOOT LS	LS					329.95	181.47	265.95	6		694264045282	1
WBSFWWG10-805-42	WBSFWWG10	WWG1080542	0	WOMEN'S GORE-TEX STOCKINGFOOT LF	LF					329.95	181.47	265.95	6		694264045275	0
WBSFWWG10-805-40	WBSFWWG10	WWG1080540	0	WOMEN'S GORE-TEX STOCKINGFOOT L	L					329.95	181.47	265.95	6		694264045268	1
WBSFWWG10-805-39	WBSFWWG10	WWG1080539	0	WOMEN'S GORE-TEX STOCKINGFOOT MT	MT					379.95	208.97	265.95	6		694264048252	0
WBSFWWG10-805-36	WBSFWWG10	WWG1080536	0	WOMEN'S GORE-TEX STOCKINGFOOT MS	MS					329.95	181.47	265.95	6		694264045251	0
WBSFWWG10-805-32	WBSFWWG10	WWG1080532	0	WOMEN'S GORE-TEX STOCKINGFOOT MF	MF					329.95	181.47	265.95	6		694264045244	0
WBSFWWG10-805-30	WBSFWWG10	WWG1080530	0	WOMEN'S GORE-TEX STOCKINGFOOT M	M					329.95	181.47	265.95	6		694264045237	0
WBSFWWG10-805-29	WBSFWWG10	WWG1080529	0	WOMEN'S GORE-TEX STOCKINGFOOT ST	ST					379.95	208.97	265.95	6		694264048245	0
WBSFWWG10-805-26	WBSFWWG10	WWG1080526	0	WOMEN'S GORE-TEX STOCKINGFOOT SS	SS					379.95	208.97	265.95	6		694264048238	0
WBSFWWG10-805-22	WBSFWWG10	WWG1080522	0	WOMEN'S GORE-TEX STOCKINGFOOT SF	SF					329.95	181.47	265.96	6		694264045220	1
WBSFWWG10-805-20	WBSFWWG10	WWG1080520	0	WOMEN'S GORE-TEX STOCKINGFOOT S	S					329.95	181.47	265.95	6		694264045213	0
WBSFWPG10-843-60	WBSFWPG10	WPG1084360	20	G3 GUIDE CNVTBL STRLNG XXL	XXL	STRLG		S10		399.95	239.97	0.00	0.75		694264045077	1
WBSFWPG10-843-58	WBSFWPG10	WPG1084358	21	G3 GUIDE CNVTBL STRLNG XLL	XLL	STRLG		S10		399.95	239.97	0.00	0.75		694264045060	1
WBSFWPG10-843-57	WBSFWPG10	WPG1084357	22	G3 GUIDE CNVTBL STRLNG XLK	XLK	STRLG		S10		399.95	239.97	0.00	0.75		694264045053	2
WBSFWPG10-843-56	WBSFWPG10	WPG1084356	23	G3 GUIDE CNVTBL STRLNG XLS	XLS	STRLG		S10		399.95	239.97	0.00	0.75		694264045046	1
WBSFWPG10-843-50	WBSFWPG10	WPG1084350	24	G3 GUIDE CNVTBL STRLNG XL	XL	STRLG		S10		399.95	239.97	0.00	0.75		694264045039	1
WBSFWPG10-843-48	WBSFWPG10	WPG1084348	25	G3 GUIDE CNVTBL STRLNG LL	LL	STRLG		S10		399.95	239.97	0.00	0.75		694264045022	1
WBSFWPG10-843-47	WBSFWPG10	WPG1084347	26	G3 GUIDE CNVTBL STRLNG LK	LK	STRLG		S10		399.95	239.97	0.00	0.75		694264045015	0
WBSFWPG10-843-46	WBSFWPG10	WPG1084346	27	G3 GUIDE CNVTBL STRLNG LS	LS	STRLG		S10		399.95	239.97	0.00	0.75		694264045008	0
WBSFWPG10-843-40	WBSFWPG10	WPG1084340	28	G3 GUIDE CNVTBL STRLNG L	L	STRLG		S10		399.95	239.97	0.00	0.75		694264044995	0
WBSFWPG10-843-38	WBSFWPG10	WPG1084338	29	G3 GUIDE CNVTBL STRLNG ML	ML	STRLG		S10		399.95	239.97	0.00	0.75		694264044988	1
WBSFWPG10-843-37	WBSFWPG10	WPG1084337	30	G3 GUIDE CNVTBL STRLNG MK	MK	STRLG		S10		399.95	239.97	0.00	0.75		694264044971	0
WBSFWPG10-843-36	WBSFWPG10	WPG1084336	31	G3 GUIDE CNVTBL STRLNG MS	MS	STRLG		S10		399.95	239.97	0.00	0.75		694264044964	0
WBSFWPG10-843-30	WBSFWPG10	WPG1084330	32	G3 GUIDE CNVTBL STRLNG M	M	STRLG		S10		399.95	239.97	0.00	0.75		694264044957	1
WBSFWPG10-843-27	WBSFWPG10	WPG1084327	33	G3 GUIDE CNVTBL STRLNG SK	SK	STRLG		S10		399.95	239.97	0.00	0.75		694264044940	0
WBSFWPG10-843-20	WBSFWPG10	WPG1084320	34	G3 GUIDE CNVTBL STRLNG S	S	STRLG		S10		399.95	239.97	0.00	0.75		694264044933	0
WBSFWL210-615-60	WBSFWL210	WL21061560	0	L2 STOCKINGFOOT WADER XXL	XXL					249.95	137.47	199.96	2.25		694264029961	0
WBSFWL210-615-57	WBSFWL210	WL21061557	0	L2 STOCKINGFOOT WADER XLK	XLK					249.95	137.47	199.96	2.25		694264029954	0
WBSFWL210-615-56	WBSFWL210	WL21061556	0	L2 STOCKINGFOOT WADER XLS	XLS					249.95	137.47	199.96	2.25		694264029947	0
WBSFWL210-615-50	WBSFWL210	WL21061550	0	L2 STOCKINGFOOT WADER XL	XL					249.95	137.47	199.96	2.25		694264029930	0
WBSFWL210-615-48	WBSFWL210	WL21061548	0	L2 STOCKINGFOOT WADER LL	LL					249.95	137.47	199.96	2.25		694264029923	0
WBSFWL210-615-47	WBSFWL210	WL21061547	0	L2 STOCKINGFOOT WADER LK	LK					249.95	137.47	199.96	2.25		694264029916	0
WBSFWL210-615-46	WBSFWL210	WL21061546	0	L2 STOCKINGFOOT WADER LS	LS					249.95	137.47	199.96	2.25		694264029909	0
WBSFWL210-615-40	WBSFWL210	WL21061540	0	L2 STOCKINGFOOT WADER L	L					249.95	137.47	199.96	2.25		694264029893	0
WBSFWL210-615-38	WBSFWL210	WL21061538	0	L2 STOCKINGFOOT WADER ML	ML					249.95	137.47	199.96	2.25		694264029886	0
WBSFWL210-615-37	WBSFWL210	WL21061537	0	L2 STOCKINGFOOT WADER MK	MK					249.95	137.47	199.96	2.25		694264029879	0
WBSFWL210-615-36	WBSFWL210	WL21061536	0	L2 STOCKINGFOOT WADER MS	MS					249.95	137.47	199.96	2.25		694264029862	0
WBSFWL210-615-30	WBSFWL210	WL21061530	0	L2 STOCKINGFOOT WADER M	M					249.95	137.47	199.96	2.25		694264029855	0
WBSFWL210-615-20	WBSFWL210	WL21061520	0	L2 STOCKINGFOOT WADER S	S					249.95	137.47	199.96	2.25		694264029848	0
WBSFWGV10-843-80	WBSFWGV10	WGV1084380	48	G4 PRO STFT STRLNG 4XL	4XL	STRLG		S10		679.95	437.97	0.00	3.1875		694264046050	0
WBSFWGV10-843-76	WBSFWGV10	WGV1084376	49	G4 PRO STFT STRLNG 3XLS	3XLS	STRLG		S10		604.95	377.97	0.00	3.1875		694264046043	1
WBSFWGV10-843-70	WBSFWGV10	WGV1084370	50	G4 PRO STFT STRLNG 3XL	3XL	STRLG		S10		604.95	377.97	0.00	3.1875		694264046036	1
WBSFWGV10-843-67	WBSFWGV10	WGV1084367	51	G4 PRO STFT STRLNG XXLK	XXLK	STRLG		S10		579.95	357.97	0.00	3.1875		694264046029	1
WBSFWGV10-843-66	WBSFWGV10	WGV1084366	52	G4 PRO STFT STRLNG XXLS	XXLS	STRLG		S10		579.95	357.97	0.00	3.1875		694264046012	2
WBSFWGV10-843-60	WBSFWGV10	WGV1084360	53	G4 PRO STFT STRLNG XXL	XXL	STRLG		S10		529.95	317.97	0.00	3.1875		694264044742	1
WBSFWGV10-843-58	WBSFWGV10	WGV1084358	54	G4 PRO STFT STRLNG XLL	XLL	STRLG		S10		529.95	317.97	0.00	3.1875		694264044735	3
WBSFWGV10-843-56	WBSFWGV10	WGV1084356	55	G4 PRO STFT STRLNG XLS	XLS	STRLG		S10		529.95	317.97	0.00	3.1875		694264044728	2
WBSFWGV10-843-50	WBSFWGV10	WGV1084350	56	G4 PRO STFT STRLNG XL	XL	STRLG		S10		529.95	317.97	0.00	3.1875		694264044711	3
WBSFWGV10-843-4812	WBSFWGV10	WGV108434812	57	G4 PRO STFT STRLNG LL 12-13	LL 12-13	STRLG		S10		529.95	317.97	0.00	3.1875		694264044704	1
WBSFWGV10-843-48	WBSFWGV10	WGV1084348	58	G4 PRO STFT STRLNG LL 9-11	LL 9 -11	STRLG		S10		529.95	317.97	0.00	3.1875		694264044698	1
WBSFWGV10-843-47	WBSFWGV10	WGV1084347	59	G4 PRO STFT STRLNG LK	LK	STRLG		S10		529.95	317.97	0.00	3.1875		694264044681	3
WBSFWGV10-843-46	WBSFWGV10	WGV1084346	60	G4 PRO STFT STRLNG LS	LS	STRLG		S10		529.95	317.97	0.00	3.1875		694264044674	2
WBSFWGV10-843-4012	WBSFWGV10	WGV108434012	61	G4 PRO STFT STRLNG L 12-13	L 12-13	STRLG		S10		529.95	317.97	0.00	3.1875		694264044667	2
WBSFWGV10-843-40	WBSFWGV10	WGV1084340	62	G4 PRO STFT STRLNG L 9-11	L 9-11	STRLG		S10		529.95	317.97	0.00	3.1875		694264044650	2
WBSFWGV10-843-38	WBSFWGV10	WGV1084338	63	G4 PRO STFT STRLNG ML	ML	STRLG		S10		529.95	317.97	0.00	3.1875		694264044643	1
WBSFWGV10-843-37	WBSFWGV10	WGV1084337	64	G4 PRO STFT STRLNG MK	MK	STRLG		S10		529.95	317.97	0.00	3.1875		694264044636	0
WBSFWGV10-843-36	WBSFWGV10	WGV1084336	65	G4 PRO STFT STRLNG MS	MS	STRLG		S10		529.95	317.97	0.00	3.1875		694264044629	0
WBSFWGV10-843-30	WBSFWGV10	WGV1084330	66	G4 PRO STFT STRLNG M	M	STRLG		S10		529.95	317.97	0.00	3.1875		694264044612	2
WBSFWGV10-843-20	WBSFWGV10	WGV1084320	67	G4 PRO STFT STRLNG S	S	STRLG		S10		529.95	317.97	0.00	3.1875		694264044605	1
WBSFWGV107-43-80	WBSFWGV107	WGV1074380	68	G4 ZIP STFT STRLNG 4XL	4XL	STRLG		S10		849.95	539.97	0.00	3.1875		694264046005	0
WBSFWGV107-43-76	WBSFWGV107	WGV1074376	69	G4 ZIP STFT STRLNG 3XLS	3XLS	STRLG		S10		774.95	479.97	0.00	3.1875		694264036570	0
WBSFWGV107-43-70	WBSFWGV107	WGV1074370	70	G4 ZIP STFT STRLNG 3XL	3XL	STRLG		S10		774.95	479.97	0.00	3.1875		694264036563	0
WBSFWGV107-43-67	WBSFWGV107	WGV1074367	71	G4 ZIP STFT STRLNG XXLK	XXLK	STRLG		S10		749.95	459.97	0.00	3.1875		694264036556	0
WBSFWGV107-43-66	WBSFWGV107	WGV1074366	72	G4 ZIP STFT STRLNG XXLS	XXLS	STRLG		S10		749.95	459.97	0.00	3.1875		694264036549	0
WBSFWGV107-43-60	WBSFWGV107	WGV1074360	73	G4 ZIP STFT STRLNG XXL	XXL	STRLG		S10		699.95	419.97	0.00	3.1875		694264035399	0
WBSFWGV107-43-56	WBSFWGV107	WGV1074356	74	G4 ZIP STFT STRLNG XLS	XLS	STRLG		S10		699.95	419.97	0.00	3.1875		694264035382	0
WBSFWGV107-43-50	WBSFWGV107	WGV1074350	75	G4 ZIP STFT STRLNG XL	XL	STRLG		S10		699.95	419.97	0.00	3.1875		694264035375	0
WBSFWGV107-43-48	WBSFWGV107	WGV1074348	76	G4 ZIP STFT STRLNG LL	LL	STRLG		S10		699.95	419.97	0.00	3.1875		694264035368	0
WBSFWGV107-43-47	WBSFWGV107	WGV1074347	77	G4 ZIP STFT STRLNG LK	LK	STRLG		S10		699.95	419.97	0.00	3.1875		694264035351	0
WBSFWGV107-43-46	WBSFWGV107	WGV1074346	78	G4 ZIP STFT STRLNG LS	LS	STRLG		S10		699.95	419.97	0.00	3.1875		694264035344	0
WBSFWGV107-43-40	WBSFWGV107	WGV1074340	79	G4 ZIP STFT STRLNG L	L	STRLG		S10		699.95	419.97	0.00	3.1875		694264035337	0
WBSFWGV107-43-38	WBSFWGV107	WGV1074338	0	G4 ZIP STFT STRLNG ML				S10		699.95	419.97	0.00	3.1875		694264035320	0
WBSFWGV107-43-37	WBSFWGV107	WGV1074337	81	G4 ZIP STFT STRLNG MK	ML	STRLG		S10		699.95	419.97	0.00	3.1875		694264035313	0
WBSFWGV107-43-36	WBSFWGV107	WGV1074336	82	G4 ZIP STFT STRLNG MS	MS	STRLG		S10		699.95	419.97	0.00	3.1875		694264035306	0
WBSFWGV107-43-30	WBSFWGV107	WGV1074330	83	G4 ZIP STFT STRLNG M	M	STRLG		S10		699.95	419.97	0.00	3.1875		694264035290	1
WBSFWGV107-43-20	WBSFWGV107	WGV1074320	84	G4 ZIP STFT STRLNG S	S	STRLG		S10		699.95	419.97	0.00	3.1875		694264035283	2
WBSFWGR10-805-60	WBSFWGR10	WGR1080560	0	RIVERSHED STOCKINGFOOT XXL	XXL					299.95	164.97	239.95	3		694264045206	0
WBSFWGR10-805-57	WBSFWGR10	WGR1080557	0	RIVERSHED STOCKINGFOOT XLK	XLK					299.95	164.97	239.95	3		694264045190	0
WBSFWGR10-805-56	WBSFWGR10	WGR1080556	0	RIVERSHED STOCKINGFOOT XLS	XLS					299.95	164.97	239.95	3		694264045183	0
WBSFWGR10-805-50	WBSFWGR10	WGR1080550	0	RIVERSHED STOCKINGFOOT XL	XL					299.95	164.97	239.95	3		694264045176	0
WBSFWGR10-805-48	WBSFWGR10	WGR1080548	0	RIVERSHED STOCKINGFOOT LL 9-11	LL 9-11					299.95	164.97	239.95	3		694264045169	0
WBSFWGR10-805-47	WBSFWGR10	WGR1080547	0	RIVERSHED STOCKINGFOOT LK	LK					299.95	164.97	239.95	3		694264045152	0
WBSFWGR10-805-46	WBSFWGR10	WGR1080546	0	RIVERSHED STOCKINGFOOT LS	LS					299.95	164.97	239.95	3		694264045145	0
WBSFWGR10-805-40	WBSFWGR10	WGR1080540	0	RIVERSHED STOCKINGFOOT L 9-11	L 9-11					299.95	164.97	239.95	3		694264045138	0
WBSFWGR10-805-38	WBSFWGR10	WGR1080538	0	RIVERSHED STOCKINGFOOT ML	ML					299.95	164.97	239.95	3		694264045121	0
WBSFWGR10-805-37	WBSFWGR10	WGR1080537	0	RIVERSHED STOCKINGFOOT MK	MK					299.95	164.97	239.95	3		694264045114	0
WBSFWGR10-805-36	WBSFWGR10	WGR1080536	0	RIVERSHED STOCKINGFOOT MS	MS					299.95	164.97	239.95	3		694264045107	0
WBSFWGR10-805-30	WBSFWGR10	WGR1080530	0	RIVERSHED STOCKINGFOOT M	M					299.95	164.97	239.95	3		694264045091	0
WBSFWGR10-805-20	WBSFWGR10	WGR1080520	0	RIVERSHED STOCKINGFOOT S	S					299.95	164.97	239.95	0.75		694264045084	0
WBSFWGP10-843-80	WBSFWGP10	WGP1084380	98	G3 GUIDE STFT STRLNG 4XL	4XL	STRLG		S10		579.95	377.97	0.00	0.75		694264045992	1
WBSFWGP10-843-76	WBSFWGP10	WGP1084376	99	G3 GUIDE STFT STRLNG 3XLS	3XLS	STRLG		S10		504.95	317.97	0.00	0.75		694264045985	1
WBSFWGP10-843-70	WBSFWGP10	WGP1084370	100	G3 GUIDE STFT STRLNG 3XL	3XL	STRLG		S10		504.95	317.97	0.00	0.75		694264045978	3
WBSFWGP10-843-67	WBSFWGP10	WGP1084367	101	G3 GUIDE STFT STRLNG XXLK	XXLK	STRLG		S10		479.95	297.97	0.00	0.75		694264045961	0
WBSFWGP10-843-66	WBSFWGP10	WGP1084366	102	G3 GUIDE STFT STRLNG XXLS	XXLS	STRLG		S10		479.95	297.97	0.00	0.75		694264045954	1
WBSFWGP10-843-60	WBSFWGP10	WGP1084360	103	G3 GUIDE STFT STRLNG XXL	XXL	STRLG		S10		429.95	257.97	0.00	0.75		694264044926	3
WBSFWGP10-843-58	WBSFWGP10	WGP1084358	104	G3 GUIDE STFT STRLNG XLL	XLL	STRLG		S10		429.95	257.97	0.00	0.75		694264044919	2
WBSFWGP10-843-56	WBSFWGP10	WGP1084356	105	G3 GUIDE STFT STRLNG XLS	XLS	STRLG		S10		429.95	257.97	0.00	0.75		694264044902	4
WBSFWGP10-843-50	WBSFWGP10	WGP1084350	106	G3 GUIDE STFT STRLNG XL	XL	STRLG		S10		429.95	257.97	0.00	0.75		694264044896	0
WBSFWGP10-843-49	WBSFWGP10	WGP1084349	107	G3 GUIDE STFT STRLNG LKS	LKS	STRLG		S10		429.95	257.97	0.00	0.75		694264044889	0
WBSFWGP10-843-4812	WBSFWGP10	WGP108434812	108	G3 GUIDE STFT STRLNG LL 12-13	LL 12-13	STRLG		S10		429.95	257.97	0.00	0.75		694264044872	0
WBSFWGP10-843-48	WBSFWGP10	WGP1084348	109	G3 GUIDE STFT STRLNG LL 9-11	LL 9 -11	STRLG		S10		429.95	257.97	0.00	0.75		694264044865	0
WBSFWGP10-843-47	WBSFWGP10	WGP1084347	110	G3 GUIDE STFT STRLNG LK	LK	STRLG		S10		429.95	257.97	0.00	0.75		694264044858	3
WBSFWGP10-843-46	WBSFWGP10	WGP1084346	111	G3 GUIDE STFT STRLNG LS	LS	STRLG		S10		429.95	257.97	0.00	0.75		694264044841	2
WBSFWGP10-843-4012	WBSFWGP10	WGP108434012	112	G3 GUIDE STFT STRLNG L 12-13	L 12-13	STRLG		S10		429.95	257.97	0.00	0.75		694264044834	0
WBSFWGP10-843-40	WBSFWGP10	WGP1084340	113	G3 GUIDE STFT STRLNG L 9-11	L 9-11	STRLG		S10		429.95	257.97	0.00	0.75		694264044827	1
WBSFWGP10-843-39	WBSFWGP10	WGP1084339	114	G3 GUIDE STFT STRLNG MKS	MKS	STRLG		S10		429.95	257.97	0.00	0.75		694264044810	0
WBSFWGP10-843-38	WBSFWGP10	WGP1084338	115	G3 GUIDE STFT STRLNG ML	ML	STRLG		S10		429.95	257.97	0.00	0.75		694264044803	2
WBSFWGP10-843-37	WBSFWGP10	WGP1084337	116	G3 GUIDE STFT STRLNG MK	MK	STRLG		S10		429.95	257.97	0.00	0.75		694264044797	1
WBSFWGP10-843-36	WBSFWGP10	WGP1084336	117	G3 GUIDE STFT STRLNG MS	MS	STRLG		S10		429.95	257.97	0.00	0.75		694264044780	0
WBSFWGP10-843-30	WBSFWGP10	WGP1084330	118	G3 GUIDE STFT STRLNG M	M	STRLG		S10		429.95	257.97	0.00	0.75		694264044773	0
WBSFWGP10-843-27	WBSFWGP10	WGP1084327	119	G3 GUIDE STFT STRLNG SK	SK	STRLG		S10		429.95	257.97	0.00	0.75		694264044766	1
WBSFWGP10-843-20	WBSFWGP10	WGP1084320	120	G3 GUIDE STFT STRLNG S	S	STRLG		S10		429.95	257.97	0.00	0.75		694264044759	1
WBSFWG54-3-60	WBSFWG54	WG54360	0	RIVERTEK STOCKINGFOOT XXL	XXL					299.95	164.97	0.00	2.4375		694264023204	20
WBSFWG54-3-57	WBSFWG54	WG54357	0	RIVERTEK STOCKINGFOOT XLK	XLK					299.95	164.97	0.00	2.4375		694264023181	20
WBSFWG54-3-50	WBSFWG54	WG54350	0	RIVERTEK STOCKINGFOOT XL	XL					299.95	164.97	0.00	2.4375		694264023167	20
WBSFWG54-3-48	WBSFWG54	WG54348	0	RIVERTEK STOCKINGFOOT LL	LL					299.95	164.97	0.00	2.4375		694264023150	20
WBSFWG54-3-47	WBSFWG54	WG54347	0	RIVERTEK STOCKINGFOOT LK	LK					299.95	164.97	0.00	2.4375		694264023143	20
WBSFWG54-3-40	WBSFWG54	WG54340	0	RIVERTEK STOCKINGFOOT L	L					299.95	164.97	0.00	2.4375		694264023129	20
WBSFWG54-3-38	WBSFWG54	WG54338	0	RIVERTEK STOCKINGFOOT ML	ML					299.95	164.97	0.00	2.4375		694264023112	20
WBSFWG54-3-37	WBSFWG54	WG54337	0	RIVERTEK STOCKINGFOOT MK	MK					299.95	164.97	0.00	2.4375		694264023105	20
WBSFWG54-3-30	WBSFWG54	WG54330	0	RIVERTEK STOCKINGFOOT M	M					299.95	164.97	0.00	2.4375		694264023082	20
WBSFWG54-3-20	WBSFWG54	WG54320	0	RIVERTEK STOCKINGFOOT S	S					299.95	164.97	0.00	2.4375		694264023068	20
WBSFWFS10-718-60	WBSFWFS10	WFS1071860	0	FREESTONE STOCKINGFOOT XXL	XXL					199.95	109.97	139.95	5		694264035153	1
WBSFWFS10-718-57	WBSFWFS10	WFS1071857	0	FREESTONE STOCKINGFOOT XLK	XLK					199.95	109.97	139.95	5		694264035146	1
WBSFWFS10-718-50	WBSFWFS10	WFS1071850	0	FREESTONE STOCKINGFOOT XL	XL					199.95	109.97	139.95	5		694264035139	0
WBSFWFS10-718-48	WBSFWFS10	WFS1071848	0	FREESTONE STOCKINGFOOT LL	LL					199.95	109.97	139.95	5		694264035122	0
WBSFWFS10-718-47	WBSFWFS10	WFS1071847	0	FREESTONE STOCKINGFOOT LK	LK					199.95	109.97	139.95	5		694264035115	0
WBSFWFS10-718-40	WBSFWFS10	WFS1071840	0	FREESTONE STOCKINGFOOT L	L					199.95	109.97	139.95	5		694264035108	0
WBSFWFS10-718-38	WBSFWFS10	WFS1071838	0	FREESTONE STOCKINGFOOT ML	ML					199.95	109.97	139.95	5		694264035092	0
WBSFWFS10-718-37	WBSFWFS10	WFS1071837	0	FREESTONE STOCKINGFOOT MK	MK					199.95	109.97	139.95	5		694264035085	0
WBSFWFS10-718-30	WBSFWFS10	WFS1071830	0	FREESTONE STOCKINGFOOT M	M					199.95	109.97	139.95	5		694264035078	0
WBSFWFS10-718-20	WBSFWFS10	WFS1071820	0	FREESTONE STOCKINGFOOT S	S					199.95	109.97	139.95	5		694264035061	0
WBSFWFS10-718-10	WBSFWFS10	WFS1071810	0	FREESTONE STOCKINGFOOT XS	XS					199.95	109.97	139.95	0		694264035054	19
WBSFWCY10-718-40	WBSFWCY10	WCY1071840	0	KIDS STOCKINGFOOT L	L					139.95	76.97	109.95	0.75		694264036730	0
WBSFWCY10-718-30	WBSFWCY10	WCY1071830	0	KIDS STOCKINGFOOT M	M					139.95	76.97	109.95	0.75		694264036723	0
WBSFWCY10-718-20	WBSFWCY10	WCY1071820	0	KIDS STOCKINGFOOT S	S					139.95	76.97	109.95	0.75		694264036716	1
WBSFWBF10-718-60	WBSFWBF10	WBF1071860	0	BLACKFOOT STOCKINGFOOT XXL	XXL					149.95	82.47	109.95	2.125		694264036709	2
WBSFWBF10-718-50	WBSFWBF10	WBF1071850	0	BLACKFOOT STOCKINGFOOT XL	XL					149.95	82.47	109.95	2.125		694264036693	0
WBSFWBF10-718-40	WBSFWBF10	WBF1071840	0	BLACKFOOT STOCKINGFOOT L	L					149.95	82.47	109.95	2.125		694264036686	0
WBSFWBF10-718-30	WBSFWBF10	WBF1071830	0	BLACKFOOT STOCKINGFOOT M	M					149.95	82.47	109.95	2.125		694264036679	0
WBSFWBF10-718-20	WBSFWBF10	WBF1071820	0	BLACKFOOT STOCKINGFOOT S	S					149.95	82.47	109.95	2.125		694264036662	1
WBSFWBEL-L-07-60-14	WBSFWBEL	WBEL076014	150	EXSTREAM BOOTFOOTS XXL 14 LUG	XXL 14					399.95	219.97	299.95	0.75		694264041147	0
WBSFWBEL-L-07-60-13	WBSFWBEL	WBEL076013	151	EXSTREAM BOOTFOOTS XXL 13 LUG	XXL 13					399.95	219.97	299.95	0.75		694264041130	0
WBSFWBEL-L-07-50-14	WBSFWBEL	WBEL075014	152	EXSTREAM BOOTFOOTS XL 14 LUG	XL 14					399.95	219.97	299.95	0.75		694264041123	0
WBSFWBEL-L-07-50-13	WBSFWBEL	WBEL075013	153	EXSTREAM BOOTFOOTS XL 13 LUG	XL 13					399.95	219.97	299.95	0.75		694264041116	0
WBSFWBEL-L-07-50-12	WBSFWBEL	WBEL075012	154	EXSTREAM BOOTFOOTS XL 12 LUG	XL 12					399.95	219.97	299.95	0.75		694264041109	0
WBSFWBEL-L-07-47-12	WBSFWBEL	WBEL074712	155	EXSTREAM BOOTFOOTS LK 12 LUG	LK 12					399.95	219.97	299.95	0.75		694264041093	0
WBSFWBEL-L-07-47-11	WBSFWBEL	WBEL074711	156	EXSTREAM BOOTFOOTS LK 11 LUG	LK 11					399.95	219.97	299.95	0.75		694264041086	0
WBSFWBEL-L-07-40-12	WBSFWBEL	WBEL074012	157	EXSTREAM BOOTFOOTS L 12 LUG	L 12					399.95	219.97	299.95	0.75		694264041079	0
WBSFWBEL-L-07-40-11	WBSFWBEL	WBEL074011	158	EXSTREAM BOOTFOOTS L 11 LUG	L 11					399.95	219.97	299.95	0.75		694264041062	0
WBSFWBEL-L-07-40-10	WBSFWBEL	WBEL074010	159	EXSTREAM BOOTFOOTS L 10 LUG	L 10					399.95	219.97	299.95	0.75		694264041055	0
WBSFWBEL-L-07-37-10	WBSFWBEL	WBEL073710	160	EXSTREAM BOOTFOOTS MK 10 LUG	MK 10					399.95	219.97	299.95	0.75		694264041048	0
WBSFWBEL-L-07-37-09	WBSFWBEL	WBEL073709	161	EXSTREAM BOOTFOOTS MK 9 LUG	MK 9					399.95	219.97	299.95	0.75		694264041031	0
WBSFWBEL-L-07-30-10	WBSFWBEL	WBEL073010	162	EXSTREAM BOOTFOOTS M 10 LUG	M 10					399.95	219.97	299.95	0.75		694264041024	0
WBSFWBEL-L-07-30-09	WBSFWBEL	WBEL073009	163	EXSTREAM BOOTFOOTS M 9 LUG	M 9					399.95	219.97	299.95	0.75		694264041017	0
WBSFWBEL-L-07-30-08	WBSFWBEL	WBEL073008	164	EXSTREAM BOOTFOOTS M 8 LUG	M 8					399.95	219.97	299.95	0.75		694264041000	0
WBSFWBEL-L-07-20-08	WBSFWBEL	WBEL072008	165	EXSTREAM BOOTFOOTS S 8 LUG	S 8					399.95	219.97	299.95	0.75		694264040997	0
WBSFWBEL-L-07-20-07	WBSFWBEL	WBEL072007	166	EXSTREAM BOOTFOOTS S 7 LUG	S 7					399.95	219.97	299.95	0.75		694264040980	0
WBSFWBE-F-07-60-14	WBSFWBE	WBEF076014	167	EXSTREAM BOOTFOOTS XXL 14 FELT	XXL 14					429.95	236.47	329.95	0.75		694264040973	0
WBSFWBE-F-07-60-13	WBSFWBE	WBEF076013	168	EXSTREAM BOOTFOOTS XXL 13 FELT	XXL 13					429.95	236.47	329.95	0.75		694264040966	0
WBSFWBE-F-07-50-14	WBSFWBE	WBEF075014	169	EXSTREAM BOOTFOOTS XL 14 FELT	XL 14					429.95	236.47	329.95	0.75		694264040959	0
WBSFWBE-F-07-50-13	WBSFWBE	WBEF075013	170	EXSTREAM BOOTFOOTS XL 13 FELT	XL 13					429.95	236.47	329.95	0.75		694264040942	0
