SKU,Manufacturer_ID,Brand_Name,Product_Name,Short_Description,Category,Subcategory,Thumb_URL,Image_URL,Buy_Link,Retail_Price
WBSFPHP109,headwaters_day_pack,Simms,HEADWATERS DAY PACK ,"Head out for a day on the water, on a trail, or to the airport with 1,760 cubic inches of durable, ergonomic storage. Easily combine our Headwaters Chest Pack to the front to add an additional 300 cubic inches of out-of-the-way, accessible space.",Packs,Backpacks,http://www.westbranchangler.com/site/images/items/120x120/simms_headwaters_day_pack.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_headwaters_day_pack.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFPHP109,119.95
WBSFWHP109,headwaters_pant,Simms,HEADWATERSª PANT,"On warm days or when chest waders aren’t needed, these highly breathable pants perform with minimal bulk, solid protection and relaxed ease. ", Equipment,Waders,http://www.westbranchangler.com/site/images/items/120x120/simms_headwaters_wading_pant.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_headwaters_wading_pant.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFWHP109,249.95
WBSFCVG109,headwaters_shirt,Simms,HEADWATERS SHIRT ,A shirt that works hard for those who fish hard. This shirt is great on the flats in Islamorada and in a driftboat floating the Missouri.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_headwaters_shirt.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_headwaters_shirt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCVG109,49.95
WBSFPHS109,headwaters_sling_pack,Simms,HEADWATERS SLING PACK ,"This no-nonsense pack gives you easy access to tippets, flies and tools and then swivels out of the way so you can quickly get back to fishing.",Packs,Sling_Packs,http://www.westbranchangler.com/site/images/items/120x120/simms_headwaters_sling_pack.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_headwaters_sling_pack.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFPHS109,59.95
WBSFWHS109,headwaters_stockingfoot,Simms,HEADWATERSª STOCKINGFOOT ,"One of the best values in waders anywhere, our lightest, most breathable, Bozeman-made GORE-TEX® waders allow you to forget about what you’re wearing and keep your eye on the caddis.", Equipment,Waders,http://www.westbranchangler.com/site/images/items/120x120/simms_headwaters_stockingfoot_waders.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_headwaters_stockingfoot_waders.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFWHS109,299.95
WBSFVHM109,headwaters_vest,Simms,HEADWATERS MESH VEST ,"With our new warm weather mesh vest, you don’t have to sacrifice all the features you need for lightweight packability. ", Equipment,Vests,http://www.westbranchangler.com/site/images/items/120x120/simms_headwaters_mesh_vest.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_headwaters_mesh_vest.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFVHM109,99.95
WBSFSS,headwaters_wading_boot_aquasteath_,Simms,HEADWATERS WADING BOOT STREAMTREAD FELT / STUDDED AQUASTEALTH,Lace up our lightest boots without taking a hit to your budget. The Headwaters carry a featherweight price tag and deliver rugged performance.,Clothing,Boots,http://www.westbranchangler.com/site/images/items/120x120/headwater_wading_boot_felt_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/headwater_wading_boot_felt_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSS,99.95
WBSFPHW109,headwaters_waist_pack,Simms,HEADWATERS WAIST PACK ,"Designed to carry a lot of gear and fit great when it's packed full, you'll wear it on the boat, the river and as a carry-on while traveling.",Packs,Hip_Chest_Packs,http://www.westbranchangler.com/site/images/items/120x120/simms_headwaters_waist_pack.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_headwaters_waist_pack.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFPHW109,99.95
WBSFRA,in_vest_jacket,Simms, IN-VEST JACKET,"This waterproof windbreaker packs down to fit in a vest pocket. Super lightweight, convenient protection.",Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/invest_jacket_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/invest_jacket_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFRA,99.95
WBSFHKC108,krieger_crusher,Simms,KRIEGER CRUSHER         ,Mel Krieger's signature style bucket hat.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/hat_krieger_crusher.jpg,http://www.westbranchangler.com/site/images/items/325x325/hat_krieger_crusher.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHKC108,19.95
WBSFALW,ladderlock_web_belt_prints,Simms,NYLON WEB BELT LADDERLOCK    ,"The Simms Ladder lock Web Belt is a unique, heavy-duty belt with a buckle engraved with the Simms Fish. It is made with 100% nylon 1'' webbing and is great as an everyday belt.  Designed to take the abuse that the great outdoors and fishing delivers. ",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/ladderlockbelt.jpg,http://www.westbranchangler.com/site/images/items/325x325/ladderlockbelt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFALW,12.95
WBSFCSF209,longhaul_pant,Simms,LONGHAUL PANT ,"These are what your pants should be, comfortable, non-binding, and tough as nails. Whether you are making the longhaul or a short cast, these pants will keep you comfortable all day long.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/,http://www.westbranchangler.com/cgi-bin/site/WBSFCSF209,89.95
WBSFCSF309,longhaul_short,Simms,LONGHAUL SHORT ,The same design as the Longhaul Pant in a short style - these shorts offer great comfort and performance. ,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/,http://www.westbranchangler.com/cgi-bin/site/WBSFCSF309,59.95
WBSFCSS109,microcheck_pucker_shirt,Simms,MICROCHECK PUCKER SHIRT COR3 ,This is the mother of all puckers...shirts that is. Lightweight textured fabric in a casual design that will perform on and off the water.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_pucker_shirt_cor3_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_pucker_shirt_cor3_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSS109,59.95
WBSFHMF108,microfiber_cap,Simms,MICROFIBER LONG BILL CAP        ,Simms hats & caps - with varying bill lengths and sytles - provide critical sun protection and better visibility.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/microfiber_long_bill_cap.jpg,http://www.westbranchangler.com/site/images/items/325x325/microfiber_long_bill_cap.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHMF108,24.95
WBSFHMF109,microfiber_cap,Simms,MICROFIBER SHORT BILL HAT ,Same lightweight fabric as the long bill cap in a 6-panel style with a flat front and short bill. ,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/,http://www.westbranchangler.com/cgi-bin/site/WBSFHMF109,19.95
WBSFASB1,neoprene_wading_belt,Simms,NEOPRENE WADING BELT ,Less abrasive than the web belt and very comfortable.,Accessories,Wading,http://www.westbranchangler.com/site/images/items/120x120/neo_wading_belt.jpg,http://www.westbranchangler.com/site/images/items/325x325/neo_wading_belt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFASB1,19.95
WBSFANS,neoprene_wading_socks,Simms,NEOPRENE WADING SOCK     ,Ideal to wear with our wading sandals when fishing cold rivers on hot days,Accessories,Wading,http://www.westbranchangler.com/site/images/items/120x120/neo_wading_sock.jpg,http://www.westbranchangler.com/site/images/items/325x325/neo_wading_sock.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFANS,19.95
WBSFHIL109,otc_liner_socks,Simms,OTC LINER SOCK ,A new liner sock from Simms featuring polypropylene for excellent wicking and X-Static® nylon to help eliminate foot odor. ,New,Socks,http://www.westbranchangler.com/site/images/items/120x120/simms_otc_liner_sock_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_otc_liner_sock_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHIL109,9.95
WBSFHPM109,polartec_micro_beanie,Simms,POLARTEC BEANIE ,"A simple, warm and comfortable beanie that keeps your head warm while the fish are jumping. ",Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/simms_polartec_beanie.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_polartec_beanie.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHPM109,17.95
WBSFSRS109,pursuit_sandal,Simms,PURSUIT WADING SANDLE ,"Along with a casual yet technical design, our new Vibram® soles won't mark the boat deck and provide traction on mossy rocks. ",Clothing,Boots,http://www.westbranchangler.com/site/images/items/120x120/simms_pursuit_wading_sandle.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_pursuit_wading_sandle.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSRS109,99.95
WBSFSBS109,pursuit_shoe,Simms,PURSUIT WADING SHOE ,Anatomically molded shoe with neoprene and mesh for excellent protcection from sand and gravel - great for wet wading or boat use,Clothing,Boots,http://www.westbranchangler.com/site/images/items/120x120/simms_pursuit_wading_shoe.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_pursuit_wading_shoe.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSBS109,119.95
WBSFARD,reel_deal,Simms,REEL DEAL        ,Protects your valuable reels from dings and nicks.,Accessories,Luggage,http://www.westbranchangler.com/site/images/items/120x120/read_deal.jpg,http://www.westbranchangler.com/site/images/items/325x325/read_deal.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFARD,12.95
WBSFSL20,replacement_laces,Simms,REPLACEMENT LACES       ,Broken down laces?  Don't fret these will have you back on the stream in no time!,Accessories,Maintenance,http://www.westbranchangler.com/site/images/items/120x120/replacement_laces.jpg,http://www.westbranchangler.com/site/images/items/325x325/replacement_laces.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSL20,2.95
WBSFARL10,replacement_rivertek_laces,Simms,QUICKLACE CONVERSION KIT      ,Shock cord replacement laces for RiverTek Boots,Accessories,Maintenance,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFARL10,4.95
WBSFARE,retractor,Simms,RETRACTOR         ,"Designed to withstand years of abuse, our retractor will keep tools like nippers, forceps and hook hones right at hand. ",Accessories,Misc,http://www.westbranchangler.com/site/images/items/120x120/retractor.jpg,http://www.westbranchangler.com/site/images/items/325x325/retractor.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFARE,7.95
WBSFCRT109,river_trunk,Simms,RIVER TRUNK ,"Whether wet wading on a spring creek or spending a day at the pool, these shorts breathe, dry in minutes and look good enough for casual summer wear.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_river_trunk_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_river_trunk_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCRT109,29.95
WBSFLRS108,rivershed_sweater,Simms,RIVERSHED SWEATER,An excellent technical layering option for colder days on the river - it also doubles as a comfortable outer layer for casual wear.,Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/simms_rivertek_sweater_moss.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_rivertek_sweater_moss.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLRS108,129.95
WBSFST,rivershed_wading_boot_streamtread,Simms,RIVERSHED WADING BOOT VIBRAM STREAMTREAD / FELT / AQUASTEALTH,"A more athletic, lighter boot for anglers who want to hike to the North Country. 100% synthetic upper construction facilitates easier rinsing of invasive species.",Clothing,Boots,http://www.westbranchangler.com/site/images/items/120x120/rivershed_wading_as_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/rivershed_wading_as_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFST,139.95
WBSFORS10,rivershed_wading_jacket,Simms,RIVERSHED WADING JACKET  ,The Rivershed is our lightest full-featured GORE-TEX® jacket.,Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/rivershed_wading_jacket_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/rivershed_wading_jacket_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFORS10,279.95
WBSFLRB108,rivertek_bottom,Simms,RIVERTEK BOTTOM ,We've made an update to a long-standing baselayer favorite - our RiverTek™ Bottoms offer function and performance features that are ideally suited for fishing.,Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/,http://www.westbranchangler.com/cgi-bin/site/WBSFLRB108,69.95
WBSFLRT1081,rivertek_top,Simms,RIVERTEK MIDWEIGHT ZIP TOP,An update to a long standing baselayer favorite. These RiverTek midweight products offer function and performance features that are ideally suited for fishing.,Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFLRT1081,69.95
WBSFFT,rivertek_top,Simms,RIVERTEK HEAVYWEIGHT ZIP TOP,"\r\n\r\nFeaturing Polartec® Power Dry® fleece, the RiverTek Heavyweight Zip Top and Grid Pant are perfect to wear under waders alone or over Midweight underwear.",Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/Layering_RTHeavyweight_Jasper.jpg,http://www.westbranchangler.com/site/images/items/325x325/Layering_RTHeavyweight_Jasper.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFFT,89.95
WBSFLRT108,rivertek_top,Simms,RIVERTEK TOP ,Updated with new colors - our award winning RiverTek™ Top is the perfect layer for almost every season. ,Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/,http://www.westbranchangler.com/cgi-bin/site/WBSFLRT108,69.95
WBSFASF50,saltwater_hat,Simms,SALTWATER FISHING HAT       ,"The Saltwater Fishing Hat has a large brim and stiff back flap for full coverage of face, ears and neck.",Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/saltwater_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/saltwater_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFASF50,24.95
WBSFADL,simms_lip_balm,Simms,LIP BALM          ,Great sun protection and moisturizer.,Accessories,Suncare,http://www.westbranchangler.com/site/images/items/120x120/simms_lip_balm.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_lip_balm.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFADL,2.5
WBSFADS,simms_sunscreen_lotion,Simms,SUNSCREEN LOTION        ,A fast-drying sunscreen lotion with excellent SPF 30+ sun protection.,Accessories,Suncare,http://www.westbranchangler.com/site/images/items/120x120/simms_sun_screen.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_sun_screen.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFADS,7.95
WBSFCLT109,simms_tournament_shirt_09,Simms,TOURNAMENT SHIRT LONG SLEEVE COR3 ,A 100% cotton fishing shirt designed for masters and aspiring anglers alike. ,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tournament_shirt_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_tournament_shirt_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCLT109,39.95
WBSFCMS109,simms_tournament_shirt_ss,Simms,RIVERSIDE CHECK SHIRT COR3 ,"Wear our Riverside Check Shirt from a meeting, to the plane, and onto the water for a day of bonefishing. ",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_riverside_shirt_cor3_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_riverside_shirt_cor3_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCMS109,69.95
WBSFHSS106,solar_sombrero,Simms,SOLAR SOMBRERO        ,Our Solar Sombrero is made with 100% lightweight nylon with HT Teflon® treatment and features a wide brim.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/solar_sombrero.jpg,http://www.westbranchangler.com/site/images/items/325x325/solar_sombrero.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHSS106,29.95
WBSFMS406,sport_crew_socks,Simms,SPORT CREW SOCK       ,A lighter version than the Simms Wading Socks. Great for all-around use.,Clothing,Socks,http://www.westbranchangler.com/site/images/items/120x120/sport_crew_socks.jpg,http://www.westbranchangler.com/site/images/items/325x325/sport_crew_socks.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFMS406,16.95
WBSFHST109,striped_cap,Simms,STRIPED CAP ,The horizontal stripe sets this stocking cap apart from the crowd and keeps your crown warm. ,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/simms_striped_cap.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_striped_cap.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHST109,24.95
WBSFCCS109,striper_check_shirt,Simms,STRIPER CHECK SHIRT SS ,It's a great looking shirt in a functional design combined with performance cotton. ,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/striper_check_shirt_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/striper_check_shirt_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCCS109,69.95
WBSFASC,sunclava_,Simms,SUNCLAVA      ,Maximum sun protection for your neck and head.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/sunclava_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/sunclava_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFASC,19.95
WBSFASG,sungloves,Simms,SUNGLOVES TAN      ,Maximum sun protection for your hands.,Clothing,Gloves,http://www.westbranchangler.com/site/images/items/120x120/sungloves.jpg,http://www.westbranchangler.com/site/images/items/325x325/sungloves.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFASG,14.95
WBSFHRH108,sunshield_hat_08,Simms,SUNSHIELD HAT        ,The longest bill available with a removable mesh-lined sun sheet.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/sunshield_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/sunshield_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHRH108,29.95
WBSFAFP,super_fly_patch,Simms,SUPER-FLY PATCH        ,You can add/replace this fly patch to many of Simm's products,Accessories,Misc,http://www.westbranchangler.com/site/images/items/120x120/super_fly_patch.jpg,http://www.westbranchangler.com/site/images/items/325x325/super_fly_patch.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFAFP,4.95
WBSFCSP109,superlight_pant_09,Simms,SUPERLIGHT PANT COR3 ,"These pants have the same lightweight, technical advantages and features as the Superlight Zip-Off. The Superlight Pants round out the perfect hot weather fishing outfit when paired with our Ultralight or Superlight Shirts. ",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_superlight_pant_cor3_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_superlight_pant_cor3_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSP109,69.95
WBSFCSL209,superlight_shirt_09,Simms,SUPERLIGHT SHIRT ,"When permit fishing in Boca Paila or trying to land a Silver King in Florida, we recommend you bring along a dependable fishing rod, your lucky rabbit's foot, a lot of water...and your Superlight Shirt. You'll have excellent sun protection in a super lightweight fabric.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/,http://www.westbranchangler.com/cgi-bin/site/WBSFCSL209,99.95
WBSFCSH109,superlight_short_09,Simms,SUPERLIGHT COR3 SHORT ,"The same lightweight, technical advantages and features as the Superlight Zip-Off Pant. ",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_superlight_short_cor3_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_superlight_short_cor3_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSH109,49.95
WBSFCSZ109,superlight_zip_off_pant_09,Simms,SUPERLIGHT ZIPOFF PANT COR3 ,"A great compliment to our Ultralight and Superlight Shirts - lightweight, technical performance in a convenient zip-off design. ",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_superlight_zip_off_pant_cor3_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_superlight_zip_off_pant_cor3_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSZ109,79.95
WBSFCSF409,surfcaster_short,Simms,SURFCASTER SHORT ,Surf inspired short with a clean design and trendy look.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCSF409,69.95
WBSFCSW109,tarpon_polo_ss,Simms,TARPON POLO COR3 SHORT SLEEVE ,"The Tarpon Polo utilizes the same fabric and design as our long sleeve version. Looks like a polo, but performs like the hi-tech warm weather fishing shirt you’ll turn to throughout the summer.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tarpon_polo_SS_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_tarpon_polo_SS_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSW109,49.95
WBSFCTT109,tattersall_ss_shirt_09,Simms,TATTERSALL SHIRT COR3 ,This casual short sleeve shirt performs whether you are catching fish or telling fish stories. ,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tattersal_shirt_cor3_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_tattersal_shirt_cor3_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCTT109,49.95
WBSFHTT107,tech_twill_hat_2007,Simms,TECH TWILL CAP       ,Lightweight protection for your noggin.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/tech_twill_cap.jpg,http://www.westbranchangler.com/site/images/items/325x325/tech_twill_cap.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHTT107,19.95
WBSFHFG30564,thermal_pro_half_finger_glove,Simms,THERMAL PRO HALF-FINGER GLOVE,"Redesigned for more anatomical, comfortable fit with less bulk between fingers.",Clothing,Gloves,http://www.westbranchangler.com/site/images/items/120x120/thermal_pro_half_finger.jpg,http://www.westbranchangler.com/site/images/items/325x325/thermal_pro_half_finger.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHFG30564,24.95
WBSFABO,thirsty_trout_bottle_opener,Simms,THIRSTY TROUT BOTTLE OPENER     ,"What more could an avid angler ask for? Get one for your boat, your vest, and your fishing buddy!",Accessories,Misc,http://www.westbranchangler.com/site/images/items/120x120/simms_trout_bottle_opener.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_trout_bottle_opener.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFABO,5.95
WBSFCPS109,trout_polo,Simms,TROUT POLO COR3 ,"Redesigned with our lightweight 100% Performance Cotton Pique fabric, this casual favorite will become your standard summer everyday wear.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_trout_polo_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_trout_polo_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCPS109,39.95
WBSFHTR108,trucker_cap,Simms,TRUCKER CAP      ,Show your love of fishing from the river to the truck stop.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/trucker_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/trucker_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHTR108,14.95
WBSFCSL109,ultralight_shirt,Simms,ULTRALIGHT SHIRT ,"A new design for 2009 - the lightest, most technical fishing shirt coming to a hot weather fishing destination near you.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_superlight_shirt.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_superlight_shirt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSL109,129.95
WBSFLWB109,wader_bag,Simms,WADER BAG,"Durable and convenient, this bag carries waders, boots and other gear, wet or dry. ",Packs,Gear Bags,http://www.westbranchangler.com/site/images/items/120x120/simms_wader_bag.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_wader_bag.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLWB109,39.95
WBSFLWB108,waderwick_bottom,Simms,WADERWICK BOTTOM     ,Stay dry and warm in all weather with this comfortable next-to-skin baselayer. A very technical top for a really great price.,Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/waderwick_bottom.jpg,http://www.westbranchangler.com/site/images/items/325x325/waderwick_bottom.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLWB108,29.95
WBSFLMB10,waderwick_fleece_pant,Simms,WADERWICK FLEECE PANT     ,Our WaderWick fleece layers keep you warm on those cold fishing days.,Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/waderwick_fleece_pant_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/waderwick_fleece_pant_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLMB10,49.95
WBSFLMT10,waderwick_fleece_top,Simms,WADERWICK FLEECE TOP      ,Our WaderWick fleece layers keep you warm on those cold fishing days.,Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/waderwick_fleece_top_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/waderwick_fleece_top_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLMT10,49.95
WBSFHIL209,waderwick_liner_socks_09,Simms,WADERWICK LINER SOCK ,"Updated for 2009, our Liner Socks feature polypropylene for excellent wicking and X-Static nylon to eliminate foot odor. Wear under wading socks for added warmth.",Clothing,Socks,http://www.westbranchangler.com/site/images/items/120x120/simms_waderwick_liner_sock.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_waderwick_liner_sock.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHIL209,8.95
WBSFLWC10,waderwick_top,Simms,WADERWICK CREW TOP     ,Stay dry and warm in all weather with this comfortable next-to-skin baselayer. A very technical top for a really great price.,Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/waderwick_crew_top_orange_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/waderwick_crew_top_orange_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLWC10,29.95
WBSFHIS109,wading_socks_09,Simms,WADING SOCK ,"A warm, comfortable sock that absorbs moisture. Great for wearing with waders with a durable, comfortable fit. ",Clothing,Socks,http://www.westbranchangler.com/site/images/items/120x120/simms_wading_sock_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_wading_sock_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHIS109,19.95
WBSFAWS,wading_staff,Simms,WADING STAFF     ,Added stability and safety for wading.,Accessories,Wading,http://www.westbranchangler.com/site/images/items/120x120/wadingstaff_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/wadingstaff_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFAWS,99.95
WBSFH6P109,washed_twill_short_bill_hat,Simms,6 panel Short Bill Cap,A great-looking cotton Simms ball cap. Black underside stops reflected light.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFH6P109,16.95
WBSFHWC109,waxed_canvas_cap,Simms,WAXED CANVAS CAP ,Simms hats & caps - with varying bill lengths and sytles - provide crtical sun protection and better visibility. ,New,Hats,http://www.westbranchangler.com/site/images/items/120x120/simms_waxed_canvas_cap_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_waxed_canvas_cap_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHWC109,19.95
