SKU,Manufacturer_ID,Brand_Name,Product_Name,Short_Description,Category,Subcategory,Thumb_URL,Image_URL,Buy_Link,Retail_Price
WBSFAWB,web_wading_belt,Simms,WEB WADING BELT,Great wading belt at a great price!,Accessories,Wading,http://www.westbranchangler.com/site/images/items/120x120/web_belt.jpg,http://www.westbranchangler.com/site/images/items/325x325/web_belt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFAWB,10.95
WBSFMS031,wet_wading_socks_09,Simms,WET WADING SOCK       ,Folds over Flats Sneaker or wading boots to filter out sand and mud.,Clothing,Socks,http://www.westbranchangler.com/site/images/items/120x120/wet_wading_socks.jpg,http://www.westbranchangler.com/site/images/items/325x325/wet_wading_socks.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFMS031,19.95
WBSFHIW109,wet_wading_socks_09,Simms,WET WADING SOCK ,"Redesigned to offer more support, cushion, durability and comfort. Designed to fold over our Flats Sneaker or wading boots to filter out sand and mud.",Clothing,Socks,http://www.westbranchangler.com/site/images/items/120x120/simms_wet_wading_socks.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_wet_wading_socks.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHIW109,19.95
WBSFOWJ10,windstopper_dl_jacket_2007,Simms,WIND STOPPER DL JACKET,"The ultimate in fishing fleece - warm, comfortable and water-resistant.",Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/winstopper_dl_loden_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/winstopper_dl_loden_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOWJ10,199.95
WBSFOWV10,windstopper_dl_vest_2007,Simms,WIND STOPPER DL VEST   ,"The ultimate in fleece, our DL Vest is a long-time favorite.",Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/windstopper_dl_vest_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/windstopper_dl_vest_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOWV10,149.95
WBSFHFM10564,windstopper_foldover_mitt,Simms,WINDSTOPPER FOLDOVER MITT,"100% windproof, warm. The most hardcore hand protection we offer.",Clothing,Gloves,http://www.westbranchangler.com/site/images/items/120x120/windstopper_foldover_mitt.jpg,http://www.westbranchangler.com/site/images/items/325x325/windstopper_foldover_mitt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHFM10564,39.95
WBSFHFG40564,windstopper_half_finger_glove,Simms,WIND STOPPER GLOVE HALF,"Durable, lightweight, quick drying polyester fleece with DWR finish and WindStopper® membrane",Clothing,Gloves,http://www.westbranchangler.com/site/images/items/120x120/windstopper_half_finger_gloves.jpg,http://www.westbranchangler.com/site/images/items/325x325/windstopper_half_finger_gloves.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHFG40564,34.95
WBSFOWS10,windstopper_softshell_jkt,Simms,WINDSTOPPER SOFT SHELL JACKET ,Like two layers in one - windproof and water-resistant. Our WINDSTOPPER® Softshell Jacket performs on the water and out on the town. ,Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/windstopper_softshell.jpg,http://www.westbranchangler.com/site/images/items/325x325/windstopper_softshell.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOWS10,199.95
WBSFOWH108,windstopper_softshell_jkt,Simms,WINDSTOPPER SOFTSHELL HOODY JACKET ,"After years of requests, the Hoody makes the line-up of Simms technical outerwear. This jacket is destined to become one of your favorite WINDSTOPPER® pieces.",Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/simms_windstopper_softshell_hoody.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_windstopper_softshell_hoody.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOWH108,219.95
WBSFASK,windstopper_stocking_cap,Simms,WINDSTOPPER  STOCKING CAP       ,This WindStopper® hat offers 100% windproof protection.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/winstopper_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/winstopper_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFASK,24.95
WBSFCWR109,women_s_cottonwood_shirt,Simms,WOMENS COTTONWOOD SHIRT ,"Another terrific fishing shirt from Simms for women that combines high performance, lightweight fabric with a great fit. ",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCWR109,69.95
WBSFOWG10,women_s_gore_tex_jacket,Simms,WOMEN'S GORE-TEX JACKET ,Our first women's jacket and our first featuring GORE-TEX® Soft Shell fabric. Every detail - from the fabric to the fit - is dialed for women anglers.,Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/womens_goretex_jacket.jpg,http://www.westbranchangler.com/site/images/items/325x325/womens_goretex_jacket.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOWG10,379.95
WBSFSWH109,women_s_headwaters_boot,Simms,WOMENS HEADWATERS WADING BOOT ,We have developed a wading boot just for women that features a narrower last and lightweight wading comfort - without forfeiting support.,Clothing,Boots,http://www.westbranchangler.com/site/images/items/120x120/simms_womens_headwaters_boot.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_womens_headwaters_boot.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSWH109,149.95
WBSFWWG109,women_s_headwaters_stockingfoots,Simms,WOMENS HEADWATERS STOCKINGFOOT WADERS ,"Whatever your shape and size, our patented front and back seam design outfits you in total comfort. Very light GORE-TEX® fabric breathes and protects while the women’s cut gives you complete range of motion.", Equipment,Waders,http://www.westbranchangler.com/site/images/items/120x120/simms_womens_goretex_waders.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_womens_goretex_waders.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFWWG109,299.95
WBSFCWW109,women_s_superlight_shirt,Simms,WOMENS SUPERLIGHT SHIRT ,"A technical shirt to compliment our women's collection. Stylish design, outstanding warm weather performance.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCWW109,99.95
WBSFCWP109,women_superlight_zip_off_pant_09,Simms,WOMENS SUPERLIGHT ZIPOFF PANT ,"A great compliment to our women's fishing shirts, these cool, quick-drying pants fit great and look good - on or off the water. ",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCWP109,69.95
WBSFCWY109,womens_s_tributary_shirt_09,Simms,WOMENS TRIBUTARY SHIRT ,"After years of requests from female anglers, we are finally bringing a technical women's fishing shirt to the market - with a sense of style.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCWY109,79.95
WBSFWWG10,,Simms,WOMENS GORE-TEX STOCKINGFOOT WADERS 2008 DISCONTINUED,Our new Womens GORE-TEX® waders offer a fit thats as dialed in as their performance., Equipment,Waders,http://www.westbranchangler.com/site/images/items/120x120/womens_stocking_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/womens_stocking_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFWWG10,329.95
WBSFWL210,,Simms,L2 STOCKINGFOOT WADERS,"The L2 is a direct result of our quest for lighter weight, high-performance products that offer exceptional comfort.",Clothing,Waders,http://www.westbranchangler.com/site/images/items/120x120/l2_stockingfoot_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/l2_stockingfoot_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFWL210,249.95
WBSFWGR10,,Simms,RIVERSHED STOCKINGFOOT WADERS DISCONTINUED,Our lightweight Rivershed GORE-TEX® waders are primed for any angler or angling adventure.,Clothing,Waders,http://www.westbranchangler.com/site/images/items/120x120/rivershed_stockingfoot.jpg,http://www.westbranchangler.com/site/images/items/325x325/rivershed_stockingfoot.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFWGR10,299.95
WBSFWG54,,Simms,RIVERTEK STOCKINGFOOT WADERS,These waders use a combination of innovative Gore-Tex® fabrics. The versatile design allows them to be worn as pants or chest highs.,Clothing,Waders,http://www.westbranchangler.com/site/images/items/120x120/riverteksf_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/riverteksf_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFWG54,299.95
WBSFWFS10,,Simms,FREESTONE STOCKINGFOOT WADERS 2008 MODEL DISCONTINUED,Performance and quality at a great price. A perfect wader for a new angler.,Clothing,Waders,http://www.westbranchangler.com/site/images/items/120x120/freestone_stocking_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/freestone_stocking_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFWFS10,199.95
WBSFWCY10,,Simms,KIDS STOCKINGFOOT,"A Simms exclusive, these are the only GORE-TEX® waders on the market designed for children.",Clothing,Waders,http://www.westbranchangler.com/site/images/items/120x120/kids_stocking_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/kids_stocking_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFWCY10,139.95
WBSFVF,,Simms,FREESTONE MESH VEST DISCONTINUED,This design is lightweight and highly functional. Perfect for warm weather fishing.,Clothing,Vests,http://www.westbranchangler.com/site/images/items/120x120/freestone_mesh_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/freestone_mesh_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFVF,79.95
WBSFVC5,,Simms,CLASSIC GUIDE VEST DISCONTINUED,"Traditional styling, time-proven features. One of our most popular vests.",Clothing,Vests,http://www.westbranchangler.com/site/images/items/120x120/vm-cgv5_zoom.jpg,http://www.westbranchangler.com/site/images/items/325x325/vm-cgv5_zoom.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFVC5,119.95
WBSFULTI10,,Simms,RIVERTEK MIDWEIGHT ZIP TOP,"The RiverTek Midweight Zip Top is designed specifically for fishing, utilizing multi-fabric construction to provide maximum performance and comfort.",Discontinued,Layering,http://www.westbranchangler.com/site/images/items/120x120/RTMidweightTop_Coal-Red.jpg,http://www.westbranchangler.com/site/images/items/325x325/RTMidweightTop_Coal-Red.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFULTI10,69.95
WBSFSWS180,,Simms,WADING SOCK    ,"A warm, comfortable sock that absorbs moisture. Great for wearing with waders.",Clothing,Socks,http://www.westbranchangler.com/site/images/items/120x120/simms_wading_socks.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_wading_socks.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSWS180,19.95
WBSFSSF,,Simms,RIVER SANDAL       ,"The heaviest-duty fishing sandal on the market today. Great toe protection, plus a unique felt and rubber sole for traction.",Clothing,Boots,http://www.westbranchangler.com/site/images/items/120x120/river_sandal.jpg,http://www.westbranchangler.com/site/images/items/325x325/river_sandal.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSSF,79.95
WBSFSH,,Simms,L2 WADING BOOT DISCONTINUED,"Standing the test of time, the L2 has become the go-to boot.",Clothing,Boots,http://www.westbranchangler.com/site/images/items/120x120/l2_boot_felt.jpg,http://www.westbranchangler.com/site/images/items/325x325/l2_boot_felt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFSH,119.95
WBSFRP,,Simms,PACLITE RAIN PANT 2008 MODEL DISCONTINUED,"A super light, super packable pant featuring the latest Gore-Tex® Paclite® fabric technology.",Discontinued,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/paclight_rain_pant_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/paclight_rain_pant_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFRP,179.95
WBSFPDL10,,Simms,DRY CREEK ROLLTOP LUMBAR BAG DISCONTINUED    ,Watertight storage and maximum carrying capacity without excess weight.,Packs,Hip_Chest_Packs,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_lumbar_bag.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_lumbar_bag.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFPDL10,89.95
WBSFPDH10,,Simms,DRY CREEK CHEST/HIP PACK DISCONTINUED,"A versatile pack that provides quick and easy access to fly boxes, tippet, etc.",Packs,Hip_Chest_Packs,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_chest_pack.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_chest_pack.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFPDH10,99.95
WBSFPDC10,,Simms,DRY CREEK CHEST PACK DISCONTINUED,"A great lightweight chest pack - easy to access, perfect for the minimalist.",Packs,Hip_Chest_Packs,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_chect_pack.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_chect_pack.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFPDC10,69.95
WBSFPDB10,,Simms,DRY CREEK BACKPACK DISCONTINUED,"A super durable, waterproof backpack.",Packs,Backpacks,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_backpack.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_backpack.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFPDB10,129.95
WBSFPDA10,,Simms,DRY CREEK CAMERA BAG DISCONTINUED ,A padded bag that provides superior protection for your camera.,Packs,Camera_Pack,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_camera_bag.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_camera_bag.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFPDA10,29.95
WBSFOXJ10,,Simms,EXSTREAM INSULATED JACKET,"Designed for cold-weather fishing, this jacket offers the warmth of down insulation without the weight or bulk.",Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/extreme_jacket_dk_khacki_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/extreme_jacket_dk_khacki_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOXJ10,199.95
WBSFOSV10,,Simms,SUPERLIGHT INSULATED VEST,"Same insulative properties as the ExStream Jacket in a lighter, more packable design.",Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/simms_SuperInsulVest_outerwear.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_SuperInsulVest_outerwear.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOSV10,99.95
WBSFOPJ10,,Simms,PACLITE JACKET 2008 MODEL DISCONTINUED,"Extremely lightweight, waterproof, and breathable. Great for boat fishing, casual situations or other outdoor activities.",Discontinued,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/paclight_jacket_large_smoke.jpg,http://www.westbranchangler.com/site/images/items/325x325/paclight_jacket_large_smoke.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOPJ10,249.95
WBSFOFS10,,Simms,FREESTONE SOFT SHELL JACKET,A great design built for function and comfortable fit. Perfect under a rain jacket in inclement weather.,Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/freestone_softshell_large_loden.jpg,http://www.westbranchangler.com/site/images/items/325x325/freestone_softshell_large_loden.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOFS10,149.95
WBSFOFJ10,,Simms,FREESTONE JACKET    ,"This rain jackets offers waterproof protection, breathability and outstanding Simms quality - all for a great price.",Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/freestone_jacket.jpg,http://www.westbranchangler.com/site/images/items/325x325/freestone_jacket.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOFJ10,179.95
WBSFOCG10,,Simms,CLASSIC GUIDE JACKET     ,"A jacket that has more than proven itself over the years, from rain in New Zealand to snowy days on the Snake.",Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/classic_guide_jacket_large_loden.jpg,http://www.westbranchangler.com/site/images/items/325x325/classic_guide_jacket_large_loden.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFOCG10,299.95
WBSFMS481,,Simms,EXSTREAM WADING SOCKS     ,The heaviest sock available from Simms. A must for cold-weather fishing.,Clothing,Socks,http://www.westbranchangler.com/site/images/items/120x120/extreme_wading_socks.jpg,http://www.westbranchangler.com/site/images/items/325x325/extreme_wading_socks.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFMS481,24.95
WBSFMS030,,Simms,WADERWICK LINERSOCK     ,Wear under wading socks for added warmth and moisture wicking.,Clothing,Socks,http://www.westbranchangler.com/site/images/items/120x120/waderwick_socks.jpg,http://www.westbranchangler.com/site/images/items/325x325/waderwick_socks.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFMS030,9.95
WBSFLP,,Simms,RIVERTEK MIDWEIGHT BOTTOM,"\r\n\r\nThe RiverTek Midweight Zip Top and Bottom are designed specifically for fishing, utilizing multi-fabric construction to provide maximum performance and comfort.",Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/RTMidweightBtm_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/RTMidweightBtm_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLP,69.95
WBSFLDW107,,Simms,DRY CREEK WADER BAG       ,A long-awaited technical wader bag from Simms. Stores wet and dry gear - goes anywhere.,Bags,Luggage,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_wader_bag_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_wader_bag_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLDW107,129.95
WBSFLDD10,,Simms,DRY CREEK DUFFEL MEDIUM,"Made with the highest quality materials, these waterproof bags are available in small, medium or large sizes.",Bags,Luggage,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_duffel_medium.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_duffel_medium.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLDD10,169.95
WBSFLB,,Simms,DRY CREEK BOAT BAG    ,"Our super-tough boat bags - offered in a range of sizes - are perfect for storing and protecting fly boxes, fly reels, and other fishing gear.",Bags,Luggage,http://www.westbranchangler.com/site/images/items/120x120/drycreek_boat_bag_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/drycreek_boat_bag_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLB,99.95
WBSFHWT10,,Simms,WASHED TWILL SB       ,A great-looking cotton Simms ball cap. Black underside stops reflected light.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/washed_twill_short_bill.jpg,http://www.westbranchangler.com/site/images/items/325x325/washed_twill_short_bill.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHWT10,16.95
WBSFHWC10,,Simms,WAXED CANVAS CAP       ,Simms hats & caps - with varying bill lengths and sytles - provide crtical sun protection and better visibility.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/waxed_canvas_cap.jpg,http://www.westbranchangler.com/site/images/items/325x325/waxed_canvas_cap.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHWC10,19.95
WBSFHFH106,,Simms,FLATS HAT      ,Lightweight and cool for comfortable wear in warm-weather fishing.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/flats_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/flats_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHFH106,24.95
WBSFHCL10,,Simms,CLASSIC LOGO CAP       ,Traditional ball cap with an authentic logo.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/classic_logo_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/classic_logo_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHCL10,16.95
WBSFHAC108,,Simms,CLASSIC ADMIRAL CAP       ,Simms hats & caps - with varying bill lengths and sytles - provide crtical sun protection and better visibility.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/classic_admiral_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/classic_admiral_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHAC108,29.95
WBSFH8P10,,Simms,8 PANEL LONG BILL CAP,Stylish and functional.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/8_panel_long_billed_cap.jpg,http://www.westbranchangler.com/site/images/items/325x325/8_panel_long_billed_cap.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFH8P10,19.95
WBSFDR0,,Simms,GORE-TEX REVIVEX        ,Revivex will bring your old gore-tex jacket back to its great breathable self.,Accessories,Maintenance,http://www.westbranchangler.com/site/images/items/120x120/revivex_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/revivex_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFDR0,14.95
WBSFCZP10,,Simms,3XDRY GUIDE ZIP-OFF PANT,"Cool, quick-drying pants that you can easily turn into shorts.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_zipoff_pant_blue_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_zipoff_pant_blue_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCZP10,59.95
WBSFCWY10,,Simms,WOMENS'S 3XDRY TRIBUTARY SHIRT ,"After years of requests from female anglers, we are finally bringing a technical women's fishing shirt to the market - with a sense of style.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdr_womens_tributary_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdr_womens_tributary_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCWY10,69.95
WBSFCWS10,,Simms,3XDRY BIG SKY SHIRT ,A technical fishing shirt inspired by the classic western style that's a staple in our hometown of Bozeman.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/Sportswear_3XDryBigSky_Khaki.jpg,http://www.westbranchangler.com/site/images/items/325x325/Sportswear_3XDryBigSky_Khaki.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCWS10,69.95
WBSFCWR10,,Simms,WOMEN'S 3XDRY COTTONWOOD SHIRT,"Another terrific fishing shirt from Simms for women that combines high performance, lightweight fabric with a great fit.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_womens_cotton_woord_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_womens_cotton_woord_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCWR10,59.95
WBSFCWP10,,Simms,WOMEN'S SUPERLIGHT ZP OFF PANT  ,The Women's 3Xdry superlight pants are the best warm weather pants on the market.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/women_3xdry_superlightzo_zoom_item.jpg,http://www.westbranchangler.com/site/images/items/325x325/women_3xdry_superlightzo_zoom_item.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCWP10,59.95
WBSFCVG10,,Simms,3XDRY RIVERTEK SHIRT     ,A highly functional fishing shirt made with a 60/40 cotton/poly blend that's lightweight and easy to care for.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/rivertek_shirt.jpg,http://www.westbranchangler.com/site/images/items/325x325/rivertek_shirt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCVG10,59.95
WBSFCTT10,,Simms,3XDRY TATTERSALL SHIRT  ,This casual short sleeve shirt performs whether you are catching fish or telling fish stories.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/tattersall_shirt_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/tattersall_shirt_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCTT10,39.95
WBSFCTS20,,Simms,FLY TROUT SS      ,Stidham Tee Collection,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCTS20,21.95
WBSFCTR10,,Simms,3XDRY BLUEWATER SHIRT     ,Meet our new hot-weather hero. The Bluewater Shirt is crafted from highly breathable and lightweight nylon,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xbluewater_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xbluewater_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCTR10,69.95
WBSFCTE10,,Simms,SIMMS STEELHEAD SS T-SHIRT,Stidham Tee Collection Steelhead Short Sleeve,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCTE10,21.95
WBSFCTB10,,Simms,SIMMS SWIMMING BROWN SS T-SHIRT    ,Stidham Tee Collection Swimming Brown Trout,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCTB10,21.95
WBSFCSZ10,,Simms,3XDRY SUPERLIGHT ZIP-OFF PANT,Great for warm weather these are great for bonefish in the flats or trout on the Selaware.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_superlight_pant.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_superlight_pant.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSZ10,69.96
WBSFCSW10,,Simms,3XDRY TARPON POLO,"A technical, warm-weather fishing shirt disguised as a great-looking polo.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_tarpon_crew_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_tarpon_crew_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSW10,49.95
WBSFCSP10,,Simms,3XDRY SUPERLIGHT PANT,"Our highest performance fishing pants are lightweight, comfortable and offer the many benefits of 3XDry® fabric technology.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_superlight_pant.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_superlight_pant.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSP10,59.95
WBSFCSN10,,Simms,WADERFLEX JEAN,Perfect under wader wear,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/Waderflex_jean_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/Waderflex_jean_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSN10,99.95
WBSFCSL10,,Simms,3XDry SUPERLIGHT SHIRT,"The lightest, most technical fishing shirt on the market that provides anglers with excellent sun protection and ventilation.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/superlight_shirt_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/superlight_shirt_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSL10,99.95
WBSFCSH10,,Simms,3XDRY SUPERLIGHT SHORT ,The same lightweight fabric and features of our Superlight Pant.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_superlight_short.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_superlight_short.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSH10,49.95
WBSFCSF10,,Simms,DOBBY POLARTEC PULLOVER,This technical fleece pullover offers a great look and excellent insulating performance.,Clothing,Layering,http://www.westbranchangler.com/site/images/items/120x120/dobby_polartech_pullover_large_light_green.jpg,http://www.westbranchangler.com/site/images/items/325x325/dobby_polartech_pullover_large_light_green.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSF10,119.95
